enterprisenumber,denomination,typeofenterprise,status,startdate,juridicalform,address_street,address_housenumber,address_box,address_zipcode,address_city,address_country,activities
0429711186,PORCO & Co,Rechtspersoon,Actief,1986-10-15,Naamloze vennootschap,Rue de Frameries (C.),24B,,7033,Mons,België,41201:Algemene bouw van residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen
0429718512,Maconnerie Générale LAHAYE - EVRARD,Rechtspersoon,Actief,1986-08-13,Naamloze vennootschap,Linde,8,,4841,Welkenraedt,België,41201:Algemene bouw van residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen
0429759191,BOUWBEDRIJF VAN GASTEL,Rechtspersoon,Actief,1986-10-27,Naamloze vennootschap,Smederijstraat,6,,2960,Brecht,België,41201:Algemene bouw van residentiële gebouwen
0429813136,SIEMES,Rechtspersoon,Actief,1986-11-12,Naamloze vennootschap,Nijverheidsstraat,49,,3580,Beringen,België,"42110:Bouw van autowegen en andere wegen; 42110:Bouw van autowegen en andere wegen; 68201:Verhuur en exploitatie van eigen of geleasd residentieel onroerend goed, exclusief sociale woningen; 68203:Verhuur en exploitatie van eigen of geleasd niet-residentieel onroerend goed, exclusief terreinen; 77399:Verhuur en lease van andere machines en werktuigen en andere materiële goederen; 78300:Andere vormen van arbeidsbemiddeling"
0429847085,QGC GROUP,Rechtspersoon,Actief,1986-11-27,Naamloze vennootschap,Louizalaan,209A,7,1050,Elsene,België,"43211:Elektrotechnische installatiewerken aan gebouwen; 42220:Bouw van civieltechnische werken voor elektriciteit en telecommunicatie; 42110:Bouw van autowegen en andere wegen; 43211:Elektrotechnische installatiewerken aan gebouwen; 43999:Overige gespecialiseerde bouwwerkzaamheden; 61200:Draadloze telecommunicatie; 71121:Ingenieurs en aanverwante technische adviseurs, exclusief landmeters"
0429867475,WILFRA CONCEPT & CREATION,Rechtspersoon,Actief,1986-11-24,Naamloze vennootschap,Kortrijksesteenweg,12,,9830,Sint-Martens-Latem,België,43320:Schrijnwerk; 31020:Vervaardiging van keukenmeubelen; 47591:Detailhandel in huismeubilair in gespecialiseerde winkels
0429874997,DE BEVER,Rechtspersoon,Actief,1986-11-21,Naamloze vennootschap,Puttestraat,18,,3390,Tielt-Winge,België,41201:Algemene bouw van residentiële gebouwen
0429954379,LEMCO,Rechtspersoon,Actief,1986-11-14,Naamloze vennootschap,Lodewijk Van Berckenlaan,16,,2600,Antwerpen,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 43299:Overige bouwinstallatie, n.e.g."
0429956953,ROBIJNS SANITAIRE INSTALLATIES,Rechtspersoon,Actief,1986-12-08,Naamloze vennootschap,Galgebergstraat,10,,3000,Leuven,België,43221:Loodgieterswerk; 43221:Loodgieterswerk; 43910:Dakwerkzaamheden
0429975759,PRETS BARRIERE ASSURANCES,Rechtspersoon,Actief,1986-12-09,Naamloze vennootschap,Edith Cavellstraat,242,,1180,Ukkel,België,41101:Ontwikkeling van residentiële bouwprojecten; 52210:Diensten in verband met vervoer te land
0430013470,Mobix Engetec,Rechtspersoon,Actief,1986-12-22,Naamloze vennootschap,rue du Chenia,1,,7170,Manage,België,42220:Bouw van civieltechnische werken voor elektriciteit en telecommunicatie; 43999:Overige gespecialiseerde bouwwerkzaamheden; 42220:Bouw van civieltechnische werken voor elektriciteit en telecommunicatie
0430040194,VAN RAEMDONCK,Rechtspersoon,Actief,1986-12-11,Naamloze vennootschap,Manta,13-14,,9250,Waasmunster,België,43999:Overige gespecialiseerde bouwwerkzaamheden; 43993:Bouw van sierschouwen en open haarden; 41101:Ontwikkeling van residentiële bouwprojecten; 41102:Ontwikkeling van niet-residentiële bouwprojecten; 43331:Plaatsen van vloer- en wandtegels; 43999:Overige gespecialiseerde bouwwerkzaamheden
0430058210,BUZON PEDESTAL INTERNATIONAL,Rechtspersoon,Actief,1986-12-21,Naamloze vennootschap,"Parc Ind. des Hauts Sarts, 4e av",25,,4040,Herstal,België,"43331:Plaatsen van vloer- en wandtegels; 22230:Vervaardiging van kunststofartikelen voor de bouw; 43999:Overige gespecialiseerde bouwwerkzaamheden; 46130:Handelsbemiddeling in hout en bouwmaterialen; 46731:Groothandel in bouwmaterialen, algemeen assortiment; 81300:Landschapsverzorging"
0430077313,DEHOLI,Rechtspersoon,Actief,1986-12-18,Naamloze vennootschap,Centrum-Zuid,2607,,3530,Houthalen-Helchteren,België,43320:Schrijnwerk; 43320:Schrijnwerk
0430108688,S.A.I.,Rechtspersoon,Actief,1986-12-16,Naamloze vennootschap,Haachtsesteenweg,1704,,1130,Brussel,België,43221:Loodgieterswerk; 43211:Elektrotechnische installatiewerken aan gebouwen
0430110668,ENTREPRISES SCHMITZ,Rechtspersoon,Actief,1986-12-01,Naamloze vennootschap,Ourthe,72A,,6672,Gouvy,België,"43320:Schrijnwerk; 43320:Schrijnwerk; 31091:Vervaardiging van eetkamer-, zitkamer-, slaapkamer- en badkamermeubelen"
0430224296,DEGOTTE,Rechtspersoon,Actief,1987-01-28,Naamloze vennootschap,Rue de Hermée,246,,4040,Herstal,België,43320:Schrijnwerk; 25110:Vervaardiging van metalen constructiewerken en delen daarvan
0430345349,GLOBAL DESIGN & BUILD,Rechtspersoon,Actief,1987-01-12,Naamloze vennootschap,Terhulpsesteenweg,185,,1170,Watermaal-Bosvoorde,België,"41201:Algemene bouw van residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen; 41202:Algemene bouw van kantoorgebouwen; 41203:Algemene bouw van andere niet-residentiële gebouwen; 71111:Bouwarchitecten; 71121:Ingenieurs en aanverwante technische adviseurs, exclusief landmeters"
0430388802,IMMOLEC,Rechtspersoon,Actief,1987-01-23,Naamloze vennootschap,Langestraat,95,,1741,Ternat,België,43211:Elektrotechnische installatiewerken aan gebouwen
0430393750,ZEEPARKEN,Rechtspersoon,Actief,1987-02-10,Naamloze vennootschap,Gen. Notermanlaan(Odk),22,,8670,Koksijde,België,"41101:Ontwikkeling van residentiële bouwprojecten; 68201:Verhuur en exploitatie van eigen of geleasd residentieel onroerend goed, exclusief sociale woningen"
0430431659,DRAINAGE PATTYN,Rechtspersoon,Actief,1987-02-16,Naamloze vennootschap,Handzameplein,11,,8610,Kortemark,België,43120:Bouwrijp maken van terreinen; 81300:Landschapsverzorging
0430471053,BERNARD OCKIER,Rechtspersoon,Actief,1987-02-13,Naamloze vennootschap,Paperrestraat(O),2,,8553,Zwevegem,België,42110:Bouw van autowegen en andere wegen; 42110:Bouw van autowegen en andere wegen
0430503321,SERVICE TECHNIQUE POUR L'INDUSTRIE ET L'ENTREPRISE,Rechtspersoon,Actief,1987-02-25,Naamloze vennootschap,Duivenmelkersstraat,109,,1070,Anderlecht,België,"43299:Overige bouwinstallatie, n.e.g.; 46620:Groothandel in gereedschapswerktuigen"
0430600420,HOBELEC,Rechtspersoon,Actief,1987-02-26,Naamloze vennootschap,Zuidstraat,135-137,,1000,Brussel,België,"43211:Elektrotechnische installatiewerken aan gebouwen; 43299:Overige bouwinstallatie, n.e.g."
0430629619,Au bouton,Rechtspersoon,Actief,1987-02-27,Naamloze vennootschap,Waterloosesteenweg,1387,,1180,Ukkel,België,41201:Algemene bouw van residentiële gebouwen; 43120:Bouwrijp maken van terreinen; 43310:Stukadoorswerk; 43320:Schrijnwerk
0430631203,BOUWBEDRIJF DE KEERSMAECKER,Rechtspersoon,Actief,1987-03-10,Naamloze vennootschap,Brug-Noord,2,A,9880,Aalter,België,41201:Algemene bouw van residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen
0430634765,"MACONNERIE, TOITURE, SANITAIRE",Rechtspersoon,Actief,1987-03-06,Naamloze vennootschap,Rue Vinâve(ENG),129,,4480,Engis,België,"43910:Dakwerkzaamheden; 41201:Algemene bouw van residentiële gebouwen; 43222:Installatie van verwarming, klimaatregeling en ventilatie; 43310:Stukadoorswerk; 43320:Schrijnwerk"
0430692470,DOSSIN,Rechtspersoon,Actief,1987-03-24,Naamloze vennootschap,Route de Saint-Gérard(WP),155,,5100,Namur,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 43999:Overige gespecialiseerde bouwwerkzaamheden; 47592:Detailhandel in verlichtingsartikelen in gespecialiseerde winkels; 81220:Overige reiniging van gebouwen; industriële reiniging"
0430714246,FOSSCORP,Rechtspersoon,Actief,1987-04-02,Naamloze vennootschap,Rue sous les Vignes,4,,4690,Bassenge,België,43910:Dakwerkzaamheden; 43341:Schilderen van gebouwen
0430726124,VERBRUGGEN,Rechtspersoon,Actief,1987-03-31,Naamloze vennootschap,Venakkerstraat,10,1,2400,Mol,België,"42110:Bouw van autowegen en andere wegen; 42110:Bouw van autowegen en andere wegen; 43999:Overige gespecialiseerde bouwwerkzaamheden; 68100:Handel in eigen onroerend goed; 82990:Overige zakelijke dienstverlening, n.e.g."
0430740970,ALARM SELF SECURITY,Rechtspersoon,Actief,1987-04-01,Naamloze vennootschap,Rue de l'Olive(L.L),39,,7100,La Louvière,België,"43299:Overige bouwinstallatie, n.e.g.; 43211:Elektrotechnische installatiewerken aan gebouwen"
0430747997,ART ET LUMIERE - REVILLA,Rechtspersoon,Actief,1987-03-31,Naamloze vennootschap,Avenue Reine Astrid,120,,1410,Waterloo,België,47592:Detailhandel in verlichtingsartikelen in gespecialiseerde winkels; 42110:Bouw van autowegen en andere wegen
0430776208,INDINOX,Rechtspersoon,Actief,1987-03-24,Naamloze vennootschap,Spinnerslaan,2,,9160,Lokeren,België,"42220:Bouw van civieltechnische werken voor elektriciteit en telecommunicatie; 28990:Vervaardiging van andere machines, apparaten en werktuigen voor  specifieke doeleinden, n.e.g.; 43320:Schrijnwerk"
0430792341,TEIDE PROJECTS,Rechtspersoon,Actief,1987-03-23,Naamloze vennootschap,Boektveldstraat,19,,3600,Genk,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 43211:Elektrotechnische installatiewerken aan gebouwen; 43299:Overige bouwinstallatie, n.e.g.; 43331:Plaatsen van vloer- en wandtegels; 47650:Detailhandel in spellen en speelgoed in gespecialiseerde winkels; 68201:Verhuur en exploitatie van eigen of geleasd residentieel onroerend goed, exclusief sociale woningen"
0430817481,JOHAN VANKERSSCHAEVER OF VANKERSCHAEVER JOHAN,Rechtspersoon,Actief,1987-02-06,Naamloze vennootschap,Eienbroekstraat,22,,8340,Damme,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 43299:Overige bouwinstallatie, n.e.g."
0430862221,STARFLAM,Rechtspersoon,Actief,1987-03-28,Naamloze vennootschap,Zwartenhoekstraat,2,,8660,De Panne,België,"43993:Bouw van sierschouwen en open haarden; 43999:Overige gespecialiseerde bouwwerkzaamheden; 41201:Algemene bouw van residentiële gebouwen; 43222:Installatie van verwarming, klimaatregeling en ventilatie; 43320:Schrijnwerk; 43994:Uitvoeren van metsel- en voegwerken"
0430871426,HENDRIX DAKBEDEKKING,Rechtspersoon,Actief,1987-04-23,Naamloze vennootschap,Diestersteenweg,348,,3680,Maaseik,België,43910:Dakwerkzaamheden; 43910:Dakwerkzaamheden
0430896962,BEPA,Rechtspersoon,Actief,1987-04-02,Naamloze vennootschap,Bayauxlaan,67,,8300,Knokke-Heist,België,41101:Ontwikkeling van residentiële bouwprojecten; 64200:Holdings
0430969416,LCV INVEST,Rechtspersoon,Actief,1987-04-23,Naamloze vennootschap,Kouter (E.),3,,9790,Wortegem-Petegem,België,41201:Algemene bouw van residentiële gebouwen; 68100:Handel in eigen onroerend goed; 41201:Algemene bouw van residentiële gebouwen
0431012768,TECHNO SERVICE,Rechtspersoon,Actief,1987-04-27,Naamloze vennootschap,Lammerdries-Zuid,14,B,2250,Olen,België,"43211:Elektrotechnische installatiewerken aan gebouwen; 43299:Overige bouwinstallatie, n.e.g."
0431057310,MOBILMAT,Rechtspersoon,Actief,1987-04-27,Naamloze vennootschap,Pathoekeweg,400,,8000,Brugge,België,42110:Bouw van autowegen en andere wegen; 42110:Bouw van autowegen en andere wegen; 46620:Groothandel in gereedschapswerktuigen; 46739:Groothandel in overige bouwmaterialen
0431065525,DE BLEECKER,Rechtspersoon,Actief,1987-05-08,Naamloze vennootschap,Kleemstraat,27,,9041,Gent,België,43999:Overige gespecialiseerde bouwwerkzaamheden; 41201:Algemene bouw van residentiële gebouwen; 43221:Loodgieterswerk; 43320:Schrijnwerk; 43331:Plaatsen van vloer- en wandtegels; 43332:Plaatsen van vloerbedekking en wandbekleding van hout
0431091457,ENTREPRISES G. SPILLIAERT - ONDERNEMINGEN,Rechtspersoon,Actief,1987-04-28,Naamloze vennootschap,Kattebroekstraat,171,,1700,Dilbeek,België,43221:Loodgieterswerk
0431096110,Ets Henri Dethier,Rechtspersoon,Actief,1987-04-29,Naamloze vennootschap,Rue de Hottleux,102,,4950,Waimes,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 43222:Installatie van verwarming, klimaatregeling en ventilatie; 25120:Vervaardiging van metalen deuren en vensters; 43221:Loodgieterswerk; 68100:Handel in eigen onroerend goed"
0431156783,H.M. Socquet,Rechtspersoon,Actief,1987-05-06,Naamloze vennootschap,Rue Marie Curie,14,,4431,Ans,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 43221:Loodgieterswerk"
0431168265,AUQUIER,Rechtspersoon,Actief,1987-05-13,Naamloze vennootschap,Jetse Laan,354,,1090,Jette,België,"46731:Groothandel in bouwmaterialen, algemeen assortiment; 43320:Schrijnwerk"
0431216171,ETABLISSEMENTS J. GROMMET,Rechtspersoon,Actief,1987-05-18,Naamloze vennootschap,Rue de Herve,159,,4651,Herve,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 43222:Installatie van verwarming, klimaatregeling en ventilatie; 28250:Vervaardiging van machines en apparaten voor de koeltechniek en de  klimaatregeling, voor niet-huishoudelijk gebruik; 47540:Detailhandel in elektrische huishoudapparaten in gespecialiseerde winkels; 95290:Reparatie van andere consumentenartikelen"
0431236858,STESSENS,Rechtspersoon,Actief,1987-05-18,Naamloze vennootschap,Winkelomseheide,221,,2440,Geel,België,41201:Algemene bouw van residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen
0431424722,VERMEYEN,Rechtspersoon,Actief,1987-07-01,Naamloze vennootschap,Chaussée de Marche(JB),389,,5100,Namur,België,"41201:Algemene bouw van residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen; 68201:Verhuur en exploitatie van eigen of geleasd residentieel onroerend goed, exclusief sociale woningen"
0431424821,WILLY BAES & ZONEN,Rechtspersoon,Actief,1987-06-25,Naamloze vennootschap,Slagmanstraat,16A,,9080,Lochristi,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 43222:Installatie van verwarming, klimaatregeling en ventilatie; 47521:Bouwmarkten en andere doe-het-zelfzaken in bouwmaterialen, algemeen assortiment"
0431481041,ELECTRICITE GENERALE J.J.B.,Rechtspersoon,Actief,1987-05-15,Naamloze vennootschap,Hébronval,25,,6690,Vielsalm,België,"43211:Elektrotechnische installatiewerken aan gebouwen; 43211:Elektrotechnische installatiewerken aan gebouwen; 47540:Detailhandel in elektrische huishoudapparaten in gespecialiseerde winkels; 47789:Overige detailhandel in nieuwe artikelen in gespecialiseerde winkels, n.e.g."
0431505092,DRY,Rechtspersoon,Actief,1987-06-30,Naamloze vennootschap,Rijkswachtdreef,23,,9600,Ronse,België,"16100:Zagen en schaven van hout; 41101:Ontwikkeling van residentiële bouwprojecten; 16100:Zagen en schaven van hout; 41102:Ontwikkeling van niet-residentiële bouwprojecten; 41201:Algemene bouw van residentiële gebouwen; 68201:Verhuur en exploitatie van eigen of geleasd residentieel onroerend goed, exclusief sociale woningen"
0431506280,LIMBURGS INDUSTRIEEL SCHILDERSBEDRIJF,Rechtspersoon,Actief,1987-07-09,Naamloze vennootschap,Centrum-Zuid,1055,,3530,Houthalen-Helchteren,België,43341:Schilderen van gebouwen; 43341:Schilderen van gebouwen; 43291:Isolatiewerkzaamheden; 43332:Plaatsen van vloerbedekking en wandbekleding van hout; 43343:Glaszetten; 43390:Overige werkzaamheden in verband met de afwerking van gebouwen
0431597936,SAJOFI,Rechtspersoon,Actief,1987-07-10,Naamloze vennootschap,Terlindenweg,13,,1730,Asse,België,41102:Ontwikkeling van niet-residentiële bouwprojecten
0431599520,VANBETSBRUGGE,Rechtspersoon,Actief,1987-07-07,Naamloze vennootschap,Statiestraat(Den),56,,8720,Dentergem,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 43222:Installatie van verwarming, klimaatregeling en ventilatie; 43999:Overige gespecialiseerde bouwwerkzaamheden"
0431617336,JANSSENS BOUW,Rechtspersoon,Actief,1987-07-07,Naamloze vennootschap,Trekweg Rechteroever,22,,9700,Oudenaarde,België,43320:Schrijnwerk; 41201:Algemene bouw van residentiële gebouwen; 41101:Ontwikkeling van residentiële bouwprojecten; 43320:Schrijnwerk
0431733241,EUROPEAN FOOD CENTRE,Rechtspersoon,Actief,1987-06-07,Naamloze vennootschap,Noordzeestraat,201,,8380,Brugge,België,"68203:Verhuur en exploitatie van eigen of geleasd niet-residentieel onroerend goed, exclusief terreinen; 41102:Ontwikkeling van niet-residentiële bouwprojecten; 64200:Holdings; 82300:Organisatie van congressen en beurzen"
0431745317,BRISTOL PROJECTS,Rechtspersoon,Actief,1987-08-13,Naamloze vennootschap,Kortrijksesteenweg,23,4,9830,Sint-Martens-Latem,België,"43120:Bouwrijp maken van terreinen; 68201:Verhuur en exploitatie van eigen of geleasd residentieel onroerend goed, exclusief sociale woningen; 68311:Bemiddeling bij de aankoop, verkoop en verhuur van onroerend goed voor een vast bedrag of op contractbasis"
0431757787,VAN DE VELDE,Rechtspersoon,Actief,1987-08-19,Naamloze vennootschap,Stee(WAT),24,,9988,Sint-Laureins,België,"43320:Schrijnwerk; 68201:Verhuur en exploitatie van eigen of geleasd residentieel onroerend goed, exclusief sociale woningen; 25120:Vervaardiging van metalen deuren en vensters; 56101:Eetgelegenheden met volledige bediening; 87302:Serviceflats voor ouderen"
0431785897,HILD - BUILDING,Rechtspersoon,Actief,1987-08-18,Naamloze vennootschap,Valerius de Saedeleerlaan,12,,8420,De Haan,België,
0431811435,G + H MONTAGE,Rechtspersoon,Actief,1987-08-03,Naamloze vennootschap,Antwerpsebaan,26,,2040,Antwerpen,België,43291:Isolatiewerkzaamheden; 43291:Isolatiewerkzaamheden
0431863202,ILIAENS,Rechtspersoon,Actief,1987-08-31,Naamloze vennootschap,Kolmenstraat,1307,,3570,Alken,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 46731:Groothandel in bouwmaterialen, algemeen assortiment; 43221:Loodgieterswerk; 43222:Installatie van verwarming, klimaatregeling en ventilatie; 47592:Detailhandel in verlichtingsartikelen in gespecialiseerde winkels"
0431944661,SEPLEEX - INDUSTRIE,Rechtspersoon,Actief,1987-10-01,Naamloze vennootschap,"Zoning de Jumet,4ème rue",1,,6040,Charleroi,België,"43211:Elektrotechnische installatiewerken aan gebouwen; 43211:Elektrotechnische installatiewerken aan gebouwen; 43222:Installatie van verwarming, klimaatregeling en ventilatie; 43299:Overige bouwinstallatie, n.e.g.; 47789:Overige detailhandel in nieuwe artikelen in gespecialiseerde winkels, n.e.g."
0431969506,C.B. COMPANY,Rechtspersoon,Actief,1987-09-11,Naamloze vennootschap,"Parc Industriel, Dochamps",9,A,6960,Manhay,België,41201:Algemene bouw van residentiële gebouwen
0431998111,INSTALLATIETECHNIEK BELGIE,Rechtspersoon,Actief,1986-09-15,Naamloze vennootschap,Baarbeek,8,,2070,Zwijndrecht,België,43211:Elektrotechnische installatiewerken aan gebouwen; 43211:Elektrotechnische installatiewerken aan gebouwen
