enterprise_number,activity_number,nace_code,classification_code
0415874533,1,41101,MAIN
0415874533,2,41101,MAIN
0415874533,3,41201,SECO
0415874533,4,41202,SECO
0415874533,5,68311,SECO
0415893933,1,46733,MAIN
0415893933,2,43333,MAIN
0415893933,3,46442,SECO
0415893933,4,46731,SECO
0415897693,1,41201,MAIN
0415897693,2,41202,SECO
0415904623,1,70220,MAIN
0415904623,2,41101,MAIN
0415904623,3,70220,SECO
0415906504,1,41101,MAIN
0415911749,1,41101,MAIN
0415911848,1,41201,MAIN
0415911848,2,41201,MAIN
0415911848,3,41101,SECO
0415915511,1,41201,MAIN
0415927585,1,43341,MAIN
0415927585,2,43341,MAIN
0415927585,3,43320,SECO
0415928278,1,43320,MAIN
0415928278,2,43320,MAIN
0415928278,3,41201,SECO
0415928278,4,43331,SECO
0415928278,5,43910,SECO
0415928278,6,43999,SECO
0415928278,7,45194,SECO
0415953915,1,42911,MAIN
0415953915,2,43120,MAIN
0415953915,3,42110,SECO
0415953915,4,42911,SECO
0415973612,1,41101,MAIN
0416025080,1,43320,MAIN
0416025080,2,47791,MAIN
0416025080,3,43999,SECO
0416042896,1,42110,MAIN
0416042896,2,42110,MAIN
0416042896,3,25110,SECO
0416042896,4,42220,SECO
0416042896,5,43299,SECO
0416042896,6,45201,SECO
0416042896,7,81300,SECO
0416093277,1,25120,MAIN
0416093277,2,43320,MAIN
0416147321,1,46741,MAIN
0416147321,2,43999,MAIN
0416160682,1,41201,MAIN
0416160682,2,73200,SECO
0416168701,1,41101,MAIN
0416168701,2,68201,SECO
0416168701,3,68311,SECO
0417010522,1,42110,MAIN
0417010522,2,42110,MAIN
0417010522,3,45113,SECO
0417010522,4,45193,SECO
0417010522,5,45194,SECO
0417029625,1,41201,MAIN
0417029625,2,43995,MAIN
0417029625,3,43999,SECO
0417047639,1,42110,MAIN
0417047639,2,43999,MAIN
0417047639,3,81300,MAIN
0417053082,1,42110,MAIN
0417053082,2,41203,MAIN
0417053082,3,42110,SECO
0417056250,1,41201,MAIN
0417056250,2,41201,MAIN
0417056250,3,43910,SECO
0417072581,1,42110,MAIN
0417072581,2,42110,MAIN
0417072581,3,41201,SECO
0417074462,1,43995,MAIN
0417074462,2,81210,MAIN
0417074462,3,46442,SECO
0417074462,4,81300,SECO
0417100196,1,41101,MAIN
0417100196,2,41102,SECO
0417100196,3,68100,SECO
0417100196,4,68201,SECO
0417100196,5,68203,SECO
0417100196,6,68311,SECO
0417102374,1,41101,MAIN
0417131474,1,41101,MAIN
0417131474,2,41102,SECO
0417159980,1,43299,MAIN
0417159980,2,28220,MAIN
0417186211,1,41102,MAIN
0417186211,2,68203,MAIN
0417217190,1,43320,MAIN
0417217190,2,41201,SECO
0417235008,1,43320,MAIN
0417235008,2,43320,MAIN
0417270442,1,41101,MAIN
0417288357,1,43291,MAIN
0417288357,2,43291,MAIN
0417288357,3,46731,SECO
0417316665,1,47540,MAIN
0417316665,2,43211,MAIN
0417316665,3,47540,SECO
0417316665,4,61300,SECO
0417316665,5,61900,SECO
0417316665,6,80200,SECO
0417316665,7,95210,SECO
0417329929,1,43320,MAIN
0417329929,2,43320,MAIN
0417336263,1,43222,MAIN
0417336263,2,01610,MAIN
0417336263,3,43221,SECO
0417336263,4,43222,SECO
0417420001,1,43320,MAIN
0417420001,2,71121,SECO
0417421088,1,43320,MAIN
0417421088,2,43320,MAIN
0417435639,1,41201,MAIN
0417435639,2,41201,MAIN
0417469192,1,43996,MAIN
0417469192,2,43999,MAIN
0417469192,3,43211,SECO
0417469192,4,43332,SECO
0417469192,5,43341,SECO
0417494037,1,41203,MAIN
0417494037,2,41201,MAIN
0417514724,1,46731,MAIN
0417514724,2,41201,MAIN
0417514724,3,42130,SECO
0417514724,4,43120,SECO
0417514724,5,43221,SECO
0417514724,6,43299,SECO
0417514724,7,46731,SECO
0417523830,1,47591,MAIN
0417523830,2,43299,MAIN
0417523830,3,43221,SECO
0417523830,4,47591,SECO
0417528283,1,43320,MAIN
0417528283,2,43320,MAIN
0417528283,3,41201,SECO
0417528283,4,43910,SECO
0417528283,5,96031,SECO
0417577773,1,41201,MAIN
0417577773,2,41201,MAIN
0417577773,3,43999,SECO
0417577773,4,46140,SECO
0417577773,5,68100,SECO
0417577773,6,77110,SECO
0417577773,7,77320,SECO
0417596381,1,43910,MAIN
0417611328,1,42220,MAIN
0417644683,1,41201,MAIN
0417644683,2,41201,MAIN
0417648643,1,43211,MAIN
0417648643,2,43211,MAIN
0417648643,3,47521,SECO
0417660818,1,43221,MAIN
0417660818,2,43390,SECO
0417660818,3,43910,SECO
0417696846,1,27120,MAIN
0417696846,2,43211,MAIN
0417727530,1,43320,MAIN
0417727530,2,16230,MAIN
0417727530,3,43320,SECO
0417751185,1,41101,MAIN
0417769003,1,41201,MAIN
0417769003,2,43331,SECO
0417769003,3,49410,SECO
0417774743,1,43910,MAIN
0417774743,2,43221,MAIN
0417774743,3,43331,SECO
0417774743,4,43910,SECO
0417774743,5,43999,SECO
0417803051,1,43320,MAIN
0417803051,2,47591,MAIN
0417803051,3,31020,SECO
0417838980,1,41201,MAIN
0417838980,2,41201,MAIN
0417842247,1,41201,MAIN
0417842247,2,47521,SECO
0417860756,1,41201,MAIN
0417879661,1,43341,MAIN
0417879661,2,43333,MAIN
0417879661,3,43341,SECO
0417879661,4,43390,SECO
0417879661,5,43999,SECO
0417879661,6,68311,SECO
0417879661,7,77320,SECO
0417887084,1,43999,MAIN
0417887084,2,43999,MAIN
0417887084,3,43120,SECO
0417897576,1,41201,MAIN
0417904209,1,25120,MAIN
0417904209,2,43320,MAIN
0417904209,3,25110,SECO
0417906385,1,43211,MAIN
0417906385,2,43211,MAIN
0417906385,3,47789,SECO
0417907771,1,41203,MAIN
0417907771,2,41201,MAIN
0417907771,3,41101,SECO
0417907771,4,42110,SECO
0417918263,1,43299,MAIN
0417918263,2,26300,MAIN
0417918263,3,36000,SECO
0417918263,4,43211,SECO
0417918263,5,47521,SECO
0417923411,1,42212,MAIN
0417923411,2,42219,MAIN
0417923411,3,33120,SECO
0417923411,4,33200,SECO
0417923411,5,42990,SECO
0417923411,6,43299,SECO
0417937267,1,43910,MAIN
0417937267,2,43910,MAIN
0417937267,3,43222,SECO
0417937267,4,43390,SECO
0417937267,5,43999,SECO
0417995170,1,43120,MAIN
0417995170,2,43120,MAIN
0417995170,3,45111,SECO
0417995170,4,45201,SECO
0417995170,5,49410,SECO
0417995170,6,77110,SECO
0418006454,1,43320,MAIN
0418006751,1,41101,MAIN
0418006751,2,01500,SECO
0418006751,3,81300,SECO
0418010216,1,43320,MAIN
0418010216,2,47910,MAIN
0418010216,3,43291,SECO
0418010216,4,43320,SECO
0418010216,5,47192,SECO
0418010216,6,47521,SECO
0418024567,1,43221,MAIN
0418024567,2,43222,MAIN
0418096031,1,25120,MAIN
0418096031,2,43999,MAIN
0418125230,1,41101,MAIN
0418125230,2,68311,MAIN
0418150766,1,43222,MAIN
0418150766,2,43222,MAIN
0418150766,3,43221,SECO
0418162545,1,43999,MAIN
0418162545,2,42919,MAIN
0418162545,3,81300,SECO
0418169077,1,41201,MAIN
0418169077,2,41201,MAIN
0418169077,3,41203,SECO
0418169077,4,42130,SECO
0418169077,5,43299,SECO
0418169077,6,43331,SECO
0418169077,7,43999,SECO
0418172443,1,41203,MAIN
0418204810,1,41201,MAIN
0418210550,1,43221,MAIN
0418210550,2,95290,MAIN
0418221240,1,43320,MAIN
0418221240,2,43320,MAIN
0418243709,1,41201,MAIN
0418243709,2,41201,MAIN
0418266374,1,43222,MAIN
0418381883,1,43222,MAIN
0418384358,1,25999,MAIN
0418384358,2,42220,MAIN
0418384358,3,25999,SECO
0418384358,4,42110,SECO
0418384358,5,42120,SECO
0418384358,6,42130,SECO
0418456218,1,42211,MAIN
0418456218,2,42220,MAIN
0418469084,1,43222,MAIN
0418469084,2,43910,SECO
0418469084,3,47592,SECO
0418472450,1,41102,MAIN
0418472450,2,41101,MAIN
0418472450,3,68100,SECO
0418489573,1,41101,MAIN
0418489573,2,45113,SECO
0418520356,1,25620,MAIN
0418520356,2,43910,MAIN
0418520356,3,25110,SECO
0418520356,4,25620,SECO
0418520356,5,42919,SECO
0418520356,6,43110,SECO
0418520356,7,43130,SECO
0418520356,8,43211,SECO
0418520356,9,43991,SECO
0418547080,1,41101,MAIN
0418547179,1,43331,MAIN
0418547179,2,43331,MAIN
0418547179,3,47521,SECO
0418548268,1,42110,MAIN
0418548268,2,43120,MAIN
0418548268,3,08122,SECO
0418548268,4,43110,SECO
0418548268,5,47521,SECO
0418555097,1,41201,MAIN
0418555097,2,41201,MAIN
0418573113,1,41201,MAIN
0418575487,1,41201,MAIN
0418575487,2,68100,MAIN
0418575487,3,41201,SECO
0418575487,4,43320,SECO
0418575487,5,43390,SECO
0418580833,1,41101,MAIN
0418580833,2,66220,SECO
0418580833,3,68100,SECO
0418580833,4,68311,SECO
0418598451,1,43331,MAIN
0418598451,2,43333,MAIN
0418598451,3,46494,SECO
0418598451,4,47530,SECO
0418619039,1,43222,MAIN
0418619039,2,43222,MAIN
0418622702,1,68321,MAIN
0418622702,2,41101,MAIN
0418635271,1,41201,MAIN
0418635271,2,41201,MAIN
0418635271,3,43110,SECO
0418650515,1,43222,MAIN
0418650515,2,43222,MAIN
0418650515,3,43910,SECO
0418650515,4,47592,SECO
0418650515,5,47781,SECO
0418650515,6,81220,SECO
0418680407,1,41201,MAIN
0418680407,2,41101,MAIN
0418686840,1,55204,MAIN
0418686840,2,41101,MAIN
0418686840,3,02200,SECO
0418702478,1,43320,MAIN
0418702478,2,46660,MAIN
0418702478,3,31010,SECO
0418702478,4,47410,SECO
0418703072,1,43320,MAIN
0418703072,2,43320,MAIN
0418703072,3,41201,SECO
0418732667,1,43222,MAIN
0418732667,2,43222,MAIN
0418751275,1,41201,MAIN
0418751275,2,41101,MAIN
0418851641,1,43910,MAIN
0418851641,2,41201,MAIN
0418851641,3,43221,SECO
0418851641,4,68311,SECO
0418859163,1,42130,MAIN
0418859163,2,43120,MAIN
0418909346,1,25110,MAIN
0418909346,2,43320,MAIN
0418909346,3,43999,SECO
0418909346,4,47522,SECO
0418909346,5,47525,SECO
0418954480,1,25120,MAIN
0418954480,2,43320,MAIN
0418954480,3,43299,SECO
0418972197,1,41203,MAIN
0418972197,2,41201,MAIN
0418972197,3,01450,SECO
0418972197,4,68311,SECO
0418972197,5,71121,SECO
0418972989,1,41203,MAIN
0418972989,2,41201,MAIN
0418972989,3,43120,SECO
0418972989,4,43211,SECO
0418972989,5,43910,SECO
0419049896,1,42110,MAIN
0419049896,2,43110,SECO
0419049896,3,43331,SECO
0419049896,4,68100,SECO
0419062170,1,41101,MAIN
0419072959,1,41101,MAIN
0419091567,1,71121,MAIN
0419091567,2,41201,MAIN
0419099287,1,43320,MAIN
0419099287,2,47591,SECO
0419114828,1,43320,MAIN
0419114828,2,74105,MAIN
0419116412,1,41203,MAIN
0419116412,2,41203,MAIN
0419116412,3,41201,SECO
0419116412,4,43331,SECO
0419116412,5,43910,SECO
0419116412,6,46731,SECO
0419116412,7,47521,SECO
0419127694,1,42120,MAIN
0419127694,2,42120,MAIN
0419127694,3,77110,SECO
0419127892,1,43320,MAIN
0419127892,2,43320,MAIN
0419152341,1,16230,MAIN
0419152341,2,43320,MAIN
0419152341,3,46731,SECO
0419156202,1,41201,MAIN
0419156202,2,41202,SECO
0419156202,3,41203,SECO
0419156202,4,46412,SECO
0419156202,5,68100,SECO
0419156202,6,70220,SECO
0419156202,7,71111,SECO
0419180550,1,43222,MAIN
0419180550,2,43221,SECO
0419180550,3,43299,SECO
0419180550,4,47789,SECO
0419201534,1,43222,MAIN
0419201534,2,33120,MAIN
0419201534,3,43222,SECO
0419225486,1,41201,MAIN
0419225486,2,41201,MAIN
0419225486,3,43221,SECO
0419230535,1,42110,MAIN
0419230535,2,42110,MAIN
0419265474,1,43222,MAIN
0419265474,2,43221,MAIN
0419320310,1,42110,MAIN
0419320310,2,43120,MAIN
0419320310,3,42110,SECO
0419320310,4,42919,SECO
0419320805,1,43910,MAIN
0419326149,1,43999,MAIN
0419351982,1,43320,MAIN
0419351982,2,43320,MAIN
0419351982,3,47591,SECO
0419367325,1,41201,MAIN
0419367325,2,41201,MAIN
0419424733,1,43211,MAIN
0419424733,2,71121,MAIN
0419424733,3,46693,SECO
0419491841,1,43222,MAIN
0419491841,2,43222,MAIN
0419493326,1,43999,MAIN
0419493326,2,25120,MAIN
0419510251,1,43320,MAIN
0419510251,2,25120,MAIN
0419510251,3,22230,SECO
0419510251,4,43320,SECO
0419511043,1,43211,MAIN
0419511043,2,43211,MAIN
0419511043,3,46693,SECO
0419522723,1,43320,MAIN
0419522723,2,43320,MAIN
0419522723,3,68201,SECO
0419596462,1,43999,MAIN
0419596462,2,68100,MAIN
0419627938,1,43331,MAIN
0419627938,2,43331,MAIN
0419657137,1,43320,MAIN
0419685148,1,41201,MAIN
0419703756,1,41201,MAIN
0419703756,2,41201,MAIN
0419703756,3,43390,SECO
0419732757,1,43221,MAIN
0419746714,1,68201,MAIN
0419746714,2,41201,MAIN
0419746714,3,43999,SECO
0419746714,4,43390,SECO
0419746714,5,43320,SECO
0419746714,6,43299,SECO
0419746714,7,43291,SECO
0419746714,8,43221,SECO
0419746714,9,43120,SECO
0419746714,10,81100,SECO
0419765520,1,33200,MAIN
0419765520,2,43222,MAIN
0419774527,1,41201,MAIN
0419774527,2,43320,MAIN
0419774527,3,41201,SECO
0419774527,4,43341,SECO
0419774527,5,43343,SECO
0419784227,1,43331,MAIN
0419784227,2,46731,MAIN
0419784227,3,23610,SECO
0419784227,4,43999,SECO
0419795115,1,25110,MAIN
0419795115,2,43221,MAIN
0419795115,3,43910,SECO
0419795115,4,47521,SECO
0419803924,1,43999,MAIN
0419803924,2,41201,MAIN
0419813624,1,43331,MAIN
0419813624,2,41201,MAIN
0419813624,3,43331,SECO
0419820057,1,43320,MAIN
0419820057,2,43320,MAIN
0419820057,3,31091,SECO
0419820057,4,43332,SECO
0419820057,5,43343,SECO
0419820057,6,43390,SECO
0419820057,7,47521,SECO
0419832430,1,41201,MAIN
0419832430,2,41201,MAIN
0419832430,3,43910,SECO
0419832430,4,47521,SECO
0419832826,1,43320,MAIN
0419832826,2,43320,MAIN
0419844605,1,41201,MAIN
0419844605,2,41201,MAIN
0419876871,1,43222,MAIN
0419876871,2,43222,MAIN
0419877168,1,41203,MAIN
0419877168,2,41201,MAIN
0419877168,3,73110,SECO
0419887264,1,43341,MAIN
0419887264,2,43341,MAIN
0419889640,1,42110,MAIN
0419889640,2,42110,MAIN
0419892808,1,43211,MAIN
0419892808,2,43320,MAIN
0419892808,3,46741,SECO
0419904981,1,43341,MAIN
0419904981,2,43341,MAIN
0419921809,1,41201,MAIN
0419928737,1,16230,MAIN
0419928737,2,43320,MAIN
0419928737,3,16100,SECO
0419931014,1,43222,MAIN
0419931014,2,43222,MAIN
0419955560,1,43320,MAIN
0419955560,2,43310,MAIN
0419955560,3,41201,SECO
0419955560,4,43110,SECO
0419955560,5,47521,SECO
0419962686,1,41201,MAIN
0419962686,2,41201,MAIN
0419962686,3,41203,SECO
0419966250,1,42110,MAIN
0419966250,2,42110,MAIN
0419970804,1,43320,MAIN
0419970804,2,16230,MAIN
0419970804,3,43320,SECO
0419970804,4,46732,SECO
0419985155,1,43341,MAIN
0419985155,2,43333,MAIN
0419989907,1,43222,MAIN
0419999409,1,43910,MAIN
0419999409,2,45192,SECO
0419999409,3,45194,SECO
0419999409,4,45204,SECO
0419999409,5,45310,SECO
0419999805,1,43320,MAIN
0419999805,2,43343,MAIN
0420004654,1,82110,MAIN
0420004654,2,41201,MAIN
0420004654,3,68201,SECO
0420027321,1,43291,MAIN
0420027321,2,77320,MAIN
0420027321,3,28250,SECO
0420027321,4,41201,SECO
0420031081,1,43320,MAIN
0420031081,2,42110,MAIN
0420031081,3,42211,SECO
0420031081,4,42220,SECO
0420031081,5,42911,SECO
0420031081,6,42919,SECO
0420031081,7,42990,SECO
0420057609,1,47592,MAIN
0420057609,2,43341,MAIN
0420057609,3,47512,SECO
0420057609,4,47521,SECO
0420104921,1,43320,MAIN
0420104921,2,43390,MAIN
0420104921,3,43320,SECO
0420104921,4,43332,SECO
0420108681,1,43999,MAIN
0420178561,1,41201,MAIN
0420178561,2,43211,SECO
0420178561,3,43299,SECO
0420178561,4,43320,SECO
0420178561,5,43331,SECO
0420185192,1,41101,MAIN
0420191528,1,42211,MAIN
0420191528,2,42220,MAIN
0420249629,1,43341,MAIN
0420252597,1,41201,MAIN
0420252597,2,41201,MAIN
0420252597,3,42110,SECO
0420252597,4,43331,SECO
0420252597,5,43910,SECO
0420259230,1,43222,MAIN
0420259230,2,68311,SECO
0420259725,1,46694,MAIN
0420259725,2,43299,MAIN
0420300604,1,43999,MAIN
0420300604,2,43120,MAIN
0420333068,1,43222,MAIN
0420333068,2,43222,MAIN
0420333068,3,43211,SECO
0420333068,4,43221,SECO
0420343659,1,43120,MAIN
0420343659,2,01610,MAIN
0420343659,3,42911,SECO
0420348015,1,43211,MAIN
0420348015,2,42110,SECO
0420348015,3,42220,SECO
0420348015,4,43120,SECO
0420348015,5,43130,SECO
0420348015,6,46693,SECO
0420415816,1,41201,MAIN
0420415816,2,43299,MAIN
0420415816,3,43221,SECO
0420415816,4,81220,SECO
0420418883,1,43320,MAIN
0420418883,2,43320,MAIN
0420424526,1,43320,MAIN
0420424526,2,43320,MAIN
0420483221,1,41201,MAIN
0420483221,2,68201,SECO
0420483221,3,71121,SECO
0420483221,4,82110,SECO
0420488169,1,42110,MAIN
0420488169,2,81300,MAIN
0420488169,3,42120,SECO
0420519249,1,47521,MAIN
0420519249,2,43221,MAIN
0420519249,3,43222,SECO
0420519249,4,46731,SECO
0420578340,1,43211,MAIN
0420578340,2,43222,MAIN
0420578340,3,43211,SECO
0420588337,1,31091,MAIN
0420588337,2,43332,MAIN
0420588337,3,16210,SECO
0420588337,4,31091,SECO
0420588337,5,43320,SECO
0420588337,6,47591,SECO
0420588337,7,47789,SECO
0420588337,8,95290,SECO
0420644260,1,43320,MAIN
0420644260,2,43320,MAIN
0420644260,3,41201,SECO
0420644260,4,41202,SECO
0420644260,5,41203,SECO
0420692661,1,43110,MAIN
0420692661,2,43110,MAIN
0420692661,3,49410,SECO
0420759670,1,43910,MAIN
0420759670,2,43910,MAIN
0420759670,3,43221,SECO
0420759670,4,43222,SECO
0420765214,1,43331,MAIN
0420765214,2,43331,MAIN
0420769073,1,43331,MAIN
0420769073,2,43331,MAIN
0420773726,1,42110,MAIN
0420773726,2,42110,MAIN
0420820345,1,13929,MAIN
0420820345,2,43999,MAIN
0420820345,3,22220,SECO
0420820345,4,46498,SECO
0420820345,5,47722,SECO
0420827075,1,43110,MAIN
0420827075,2,41201,SECO
0420832520,1,41102,MAIN
0420832520,2,68203,MAIN
0420836775,1,47781,MAIN
0420836775,2,43222,MAIN
0420836775,3,46742,SECO
0420836775,4,46710,SECO
0420836775,5,45204,SECO
0420836775,6,45203,SECO
0420836775,7,45201,SECO
0420836775,8,45113,SECO
0420836775,9,43291,SECO
0420836775,10,47781,SECO
0420838458,1,41101,MAIN
0420838458,2,41102,MAIN
0420993460,1,41201,MAIN
0421042653,1,43320,MAIN
0421042653,2,43320,MAIN
0421046118,1,81100,MAIN
0421046118,2,43999,MAIN
0421056412,1,43299,MAIN
0421077790,1,43222,MAIN
0421077790,2,43222,MAIN
0421099566,1,41201,MAIN
0421099566,2,41201,MAIN
0421117481,1,16230,MAIN
0421117481,2,43910,MAIN
0421117481,3,16291,SECO
0421117481,4,43291,SECO
0421117481,5,43299,SECO
0421117481,6,43320,SECO
0421117481,7,43343,SECO
0421134705,1,41201,MAIN
0421134705,2,42110,MAIN
0421134705,3,43999,SECO
0421134705,4,47521,SECO
0421154697,1,43222,MAIN
0421154697,2,43222,MAIN
0421167367,1,41201,MAIN
0421167367,2,41201,MAIN
0421188846,1,43211,MAIN
0421188846,2,41203,MAIN
0421188846,3,25110,SECO
0421188846,4,42220,SECO
0421189440,1,43910,MAIN
0421189440,2,43910,MAIN
0421189440,3,43221,SECO
0421205375,1,41201,MAIN
0421205375,2,41201,MAIN
0421205375,3,43390,SECO
0421261003,1,41101,MAIN
0421261003,2,01110,SECO
0421261003,3,01410,SECO
0421261003,4,01420,SECO
0421261003,5,01610,SECO
0421261003,6,01620,SECO
0421261003,7,81300,SECO
0421301880,1,41101,MAIN
0421301880,2,41102,SECO
0421301880,3,64200,SECO
0421301880,4,68100,SECO
0421301880,5,68201,SECO
0421312867,1,47591,MAIN
0421312867,2,43320,MAIN
0421313659,1,66220,MAIN
0421313659,2,41101,MAIN
0421324250,1,43221,MAIN
0421401256,1,47521,MAIN
0421401256,2,43320,MAIN
0421401256,3,46620,SECO
0421413332,1,43341,MAIN
0421413332,2,43341,MAIN
0421421547,1,68201,MAIN
0421421547,2,41101,MAIN
0421452825,1,43222,MAIN
0421452825,2,43222,MAIN
0421455102,1,42110,MAIN
0421455102,2,42110,MAIN
0421455102,3,43320,SECO
0421455102,4,43331,SECO
0421455102,5,43332,SECO
0421455102,6,43910,SECO
0421455102,7,43999,SECO
0421496969,1,43211,MAIN
0421496969,2,43211,MAIN
0421515181,1,46693,MAIN
0421515181,2,43211,MAIN
0421515181,3,27900,SECO
0421515181,4,46620,SECO
0421519933,1,41203,MAIN
0421519933,2,41201,MAIN
0421519933,3,43291,SECO
0421519933,4,43320,SECO
0421519933,5,43331,SECO
0421519933,6,43341,SECO
0421519933,7,43390,SECO
0421523990,1,43320,MAIN
0421523990,2,43299,MAIN
0421550815,1,43331,MAIN
0421550815,2,43996,MAIN
0421550815,3,43333,SECO
0421559723,1,41101,MAIN
0421561505,1,43999,MAIN
0421561505,2,64910,MAIN
0421561505,3,77310,SECO
0421570314,1,41203,MAIN
0421570314,2,70220,MAIN
0421570314,3,41201,SECO
0421570314,4,42130,SECO
0421570314,5,43120,SECO
0421570314,6,68201,SECO
0421570314,7,81100,SECO
0421581893,1,46610,MAIN
0421581893,2,43999,MAIN
0421608124,1,01610,MAIN
0421608124,2,43120,MAIN
0421608124,3,01500,SECO
0421608124,4,01610,SECO
0421608124,5,49410,SECO
0421619309,1,43320,MAIN
0421619309,2,41201,SECO
0421619309,3,43910,SECO
0421707005,1,43999,MAIN
0421707005,2,25110,MAIN
0421759364,1,43320,MAIN
0421759364,2,41201,MAIN
0421759364,3,68100,SECO
0421830135,1,41203,MAIN
0421842211,1,41101,MAIN
0421842211,2,41201,SECO
0421842211,3,68311,SECO
0421855770,1,41201,MAIN
0421855770,2,68201,SECO
0421855770,3,82990,SECO
0421859928,1,41101,MAIN
0421859928,2,68201,MAIN
0421859928,3,41102,SECO
0421879031,1,43320,MAIN
0421879031,2,43320,MAIN
0421948911,1,43211,MAIN
0421948911,2,43211,MAIN
0421948911,3,28299,SECO
0421948911,4,43999,SECO
0421960391,1,43999,MAIN
0421960391,2,43999,MAIN
0421960391,3,43341,SECO
0421960391,4,43390,SECO
0421961480,1,43320,MAIN
0421961480,2,43320,MAIN
0421961480,3,46494,SECO
0421961480,4,47591,SECO
0421968707,1,43341,MAIN
0421968707,2,43341,MAIN
0421968707,3,43332,SECO
0421968707,4,43390,SECO
0421994738,1,43310,MAIN
0421994738,2,43310,MAIN
0422007903,1,43222,MAIN
0422007903,2,43222,MAIN
0422007903,3,43343,SECO
0422007903,4,43999,SECO
0422099854,1,43320,MAIN
0422099854,2,43291,MAIN
0422099854,3,43320,SECO
0422099854,4,43333,SECO
0422099854,5,43341,SECO
0422099854,6,43390,SECO
0422099854,7,46731,SECO
0422139743,1,43211,MAIN
0422139743,2,43211,MAIN
0422139743,3,47789,SECO
0422166863,1,41101,MAIN
0422166863,2,68311,SECO
0422178939,1,43320,MAIN
0422178939,2,41201,MAIN
0422178939,3,41101,SECO
0422195171,1,43320,MAIN
0422202891,1,43320,MAIN
0422202891,2,47591,SECO
0422218630,1,43910,MAIN
0422218630,2,43999,MAIN
0422218630,3,43221,SECO
0422218630,4,43222,SECO
0422218630,5,43910,SECO
0422218630,6,68311,SECO
0422303257,1,41201,MAIN
0422303257,2,41201,MAIN
0422303257,3,42110,SECO
0422303257,4,43320,SECO
0422303257,5,43332,SECO
0422314937,1,41201,MAIN
0422314937,2,68311,SECO
0422317016,1,41203,MAIN
0422317016,2,42110,MAIN
0422317016,3,41201,SECO
0422317016,4,68100,SECO
0422373137,1,43211,MAIN
0422373137,2,43211,MAIN
0422373137,3,28110,SECO
0422373137,4,28120,SECO
0422373137,5,47540,SECO
0422373137,6,47592,SECO
0422373137,7,95210,SECO
0422391349,1,43211,MAIN
0422391349,2,43211,MAIN
0422391547,1,42220,MAIN
0422450539,1,25110,MAIN
0422450539,2,43320,MAIN
0422450539,3,25110,SECO
0422450539,4,41203,SECO
0422450539,5,43299,SECO
0422454596,1,43130,MAIN
0422454596,2,46900,MAIN
0422454596,3,46699,SECO
0422457665,1,43910,MAIN
0422457665,2,43291,MAIN
0422457665,3,41201,SECO
0422457665,4,43222,SECO
0422483302,1,43211,MAIN
0422483302,2,43211,MAIN
0422483302,3,47540,SECO
0422483302,4,95210,SECO
0422516657,1,43221,MAIN
0422516657,2,43910,SECO
0422525466,1,42130,MAIN
0422525466,2,41201,MAIN
0422525466,3,41203,SECO
0422525466,4,43110,SECO
0422525466,5,46620,SECO
0422525466,6,71121,SECO
0422525466,7,77310,SECO
0422525466,8,77320,SECO
0422548727,1,42110,MAIN
0422548727,2,43110,MAIN
0422548727,3,42110,SECO
0422548727,4,42130,SECO
0422548727,5,43120,SECO
0422548727,6,43999,SECO
0422555754,1,43999,MAIN
0422555754,2,43999,MAIN
0422555754,3,47640,SECO
0422555754,4,70220,SECO
0422555754,5,77210,SECO
0422564662,1,41201,MAIN
0422564662,2,68100,SECO
0422568325,1,43320,MAIN
0422595049,1,43211,MAIN
0422625733,1,41201,MAIN
0422625733,2,43999,MAIN
0422625733,3,47650,SECO
0422625733,4,47788,SECO
0422646420,1,41201,MAIN
0422646420,2,42110,SECO
0422660375,1,43910,MAIN
0422660375,2,43995,MAIN
0422661563,1,43320,MAIN
0422661563,2,43332,MAIN
0422664929,1,43999,MAIN
0422664929,2,41201,MAIN
0422664929,3,43390,SECO
0422672550,1,43910,MAIN
0422672550,2,43221,MAIN
0422672550,3,41201,SECO
0422672550,4,43291,SECO
0422672550,5,43910,SECO
0422672748,1,43222,MAIN
0422672748,2,43222,MAIN
0422740252,1,23630,MAIN
0422740252,2,43999,MAIN
0422746685,1,28220,MAIN
0422746685,2,43299,MAIN
0422748071,1,43320,MAIN
0422748071,2,46732,MAIN
0422748071,3,43320,SECO
0422748071,4,46130,SECO
0422748071,5,47521,SECO
0422807558,1,41101,MAIN
0422807558,2,69202,SECO
0422829928,1,41201,MAIN
0422834777,1,41101,MAIN
0422844972,1,42120,MAIN
0422844972,2,42120,MAIN
0422844972,3,42110,SECO
0422878131,1,25999,MAIN
0422878131,2,43222,MAIN
0422878131,3,26200,SECO
0422878131,4,46660,SECO
0422878131,5,62090,SECO
0422881396,1,43331,MAIN
0422899115,1,43222,MAIN
0422899115,2,43222,MAIN
0422899115,3,95290,SECO
0422971567,1,28250,MAIN
0422971567,2,43222,MAIN
0422971567,3,41101,SECO
0422971567,4,46742,SECO
0422971567,5,71111,SECO
0422971765,1,43320,MAIN
0422971765,2,43320,MAIN
0422971765,3,41201,SECO
0422971765,4,43211,SECO
0422971765,5,43291,SECO
0423234655,1,41201,MAIN
0423234655,2,43211,MAIN
0423234655,3,41201,SECO
0423234655,4,43120,SECO
0423234655,5,43222,SECO
0423234655,6,43999,SECO
0423257916,1,43211,MAIN
0423257916,2,43211,MAIN
