enterprisenumber,year,juridicalsituation
0417072581,2020,Normale toestand
0417072581,2021,Normale toestand
0417072581,2022,Normale toestand
0417072581,2023,Normale toestand
0417074462,2018,Normale toestand
0417074462,2019,Normale toestand
0417074462,2020,Normale toestand
0417074462,2021,Normale toestand
0417074462,2022,Normale toestand
0417074462,2023,Normale toestand
0417100196,2018,Normale toestand
0417100196,2019,Normale toestand
0417100196,2020,Normale toestand
0417100196,2021,Normale toestand
0417100196,2022,Normale toestand
0417100196,2023,Normale toestand
0417102374,2018,Normale toestand
0417102374,2019,Normale toestand
0417102374,2020,Normale toestand
0417102374,2021,Normale toestand
0417102374,2022,Normale toestand
0417102374,2023,Normale toestand
0417131474,2018,Normale toestand
0417131474,2019,Normale toestand
0417131474,2020,Normale toestand
0417131474,2021,Normale toestand
0417131474,2022,Normale toestand
0417131474,2023,Normale toestand
0417159980,2018,Normale toestand
0417159980,2019,Normale toestand
0417159980,2020,Normale toestand
0417159980,2021,Normale toestand
0417159980,2022,Normale toestand
0417159980,2023,Normale toestand
0417186211,2018,Normale toestand
0417186211,2019,Normale toestand
0417186211,2020,Normale toestand
0417186211,2021,Normale toestand
0417186211,2022,Normale toestand
0417186211,2023,Normale toestand
0417217190,2018,Normale toestand
0417217190,2019,Normale toestand
0417217190,2020,Normale toestand
0417217190,2021,Normale toestand
0417217190,2022,Normale toestand
0417217190,2023,Normale toestand
0417235008,2018,Normale toestand
0417235008,2019,Normale toestand
0417235008,2020,Normale toestand
0417235008,2021,Normale toestand
0417235008,2022,Normale toestand
0417235008,2023,Normale toestand
0417270442,2018,Normale toestand
0417270442,2019,Normale toestand
0417270442,2020,Normale toestand
0417270442,2021,Normale toestand
0417270442,2022,Normale toestand
0417270442,2023,Normale toestand
0417288357,2018,Normale toestand
0417288357,2019,Normale toestand
0417288357,2020,Normale toestand
0417288357,2021,Normale toestand
0417288357,2022,Normale toestand
0417288357,2023,Normale toestand
0417316665,2018,Normale toestand
0417316665,2019,Normale toestand
0417316665,2020,Normale toestand
0417316665,2021,Normale toestand
0417316665,2022,Normale toestand
0417316665,2023,Normale toestand
0417329929,2018,Normale toestand
0417329929,2019,Normale toestand
0417329929,2020,Normale toestand
0417329929,2021,Normale toestand
0417329929,2022,Normale toestand
0417329929,2023,Normale toestand
0417336263,2018,Normale toestand
0417336263,2019,Normale toestand
0417336263,2020,Normale toestand
0417336263,2021,Normale toestand
0417336263,2022,Normale toestand
0417336263,2023,Normale toestand
0417420001,2018,Normale toestand
0417420001,2019,Normale toestand
0417420001,2020,Normale toestand
0417420001,2021,Normale toestand
0417420001,2022,Normale toestand
0417420001,2023,Normale toestand
0417421088,2018,Normale toestand
0417421088,2019,Normale toestand
0417421088,2020,Normale toestand
0417421088,2021,Normale toestand
0417421088,2022,Normale toestand
0417421088,2023,Normale toestand
0417435639,2018,Normale toestand
0417435639,2019,Normale toestand
0417435639,2020,Normale toestand
0417435639,2021,Normale toestand
0417435639,2022,Normale toestand
0417435639,2023,Normale toestand
0417469192,2018,Normale toestand
0417469192,2019,Normale toestand
0417469192,2020,Normale toestand
0417469192,2021,Normale toestand
0417469192,2022,Normale toestand
0417469192,2023,Normale toestand
0417494037,2018,Normale toestand
0417494037,2019,Normale toestand
0417494037,2020,Normale toestand
0417494037,2021,Normale toestand
0417494037,2022,Normale toestand
0417494037,2023,Normale toestand
0417514724,2018,Normale toestand
0417514724,2019,Normale toestand
0417514724,2020,Normale toestand
0417514724,2021,Normale toestand
0417514724,2022,Normale toestand
0417514724,2023,Normale toestand
0417523830,2018,Normale toestand
0417523830,2019,Normale toestand
0417523830,2020,Normale toestand
0417523830,2021,Normale toestand
0417523830,2022,Normale toestand
0417523830,2023,Normale toestand
0417528283,2018,Normale toestand
0417528283,2019,Normale toestand
0417528283,2020,Normale toestand
0417528283,2021,Normale toestand
0417528283,2022,Normale toestand
0417528283,2023,Normale toestand
0417577773,2018,Normale toestand
0417577773,2019,Normale toestand
0417577773,2020,Normale toestand
0417577773,2021,Normale toestand
0417577773,2022,Normale toestand
0417577773,2023,Normale toestand
0417596381,2018,Opening faillissement
0417596381,2019,Opening faillissement
0417596381,2020,Opening faillissement
0417596381,2021,Opening faillissement
0417596381,2022,Opening faillissement
0417596381,2023,Opening faillissement
0417611328,2018,Normale toestand
0417611328,2019,Normale toestand
0417611328,2020,Normale toestand
0417611328,2021,Normale toestand
0417611328,2022,Normale toestand
0417611328,2023,Normale toestand
0417644683,2018,Normale toestand
0417644683,2019,Normale toestand
0417644683,2020,Normale toestand
0417644683,2021,Normale toestand
0417644683,2022,Normale toestand
0417644683,2023,Normale toestand
0417648643,2018,Normale toestand
0417648643,2019,Normale toestand
0417648643,2020,Normale toestand
0417648643,2021,Normale toestand
0417648643,2022,Normale toestand
0417648643,2023,Normale toestand
0417660818,2018,Normale toestand
0417660818,2019,Normale toestand
0417660818,2020,Normale toestand
0417660818,2021,Normale toestand
0417660818,2022,Normale toestand
0417660818,2023,Normale toestand
0417696846,2018,Normale toestand
0417696846,2019,Normale toestand
0417696846,2020,Normale toestand
0417696846,2021,Normale toestand
0417696846,2022,Normale toestand
0417696846,2023,Normale toestand
0417727530,2018,Normale toestand
0417727530,2019,Normale toestand
0417727530,2020,Normale toestand
0417727530,2021,Normale toestand
0417727530,2022,Normale toestand
0417727530,2023,Normale toestand
0417751185,2018,Normale toestand
0417751185,2019,Normale toestand
0417751185,2020,Normale toestand
0417751185,2021,Normale toestand
0417751185,2022,Normale toestand
0417751185,2023,Normale toestand
0417769003,2018,Normale toestand
0417769003,2019,Normale toestand
0417769003,2020,Normale toestand
0417769003,2021,Normale toestand
0417769003,2022,Normale toestand
0417769003,2023,Normale toestand
0417774743,2018,Normale toestand
0417774743,2019,Normale toestand
0417774743,2020,Normale toestand
0417774743,2021,Normale toestand
0417774743,2022,Normale toestand
0417774743,2023,Normale toestand
0417803051,2018,Normale toestand
0417803051,2019,Normale toestand
0417803051,2020,Normale toestand
0417803051,2021,Normale toestand
0417803051,2022,Normale toestand
0417803051,2023,Normale toestand
0417838980,2018,Normale toestand
0417838980,2019,Normale toestand
0417838980,2020,Normale toestand
0417838980,2021,Normale toestand
0417838980,2022,Normale toestand
0417838980,2023,Normale toestand
0417842247,2018,Normale toestand
0417842247,2019,Normale toestand
0417842247,2020,Normale toestand
0417842247,2021,Normale toestand
0417842247,2022,Normale toestand
0417842247,2023,Normale toestand
0417860756,2018,Opening faillissement
0417860756,2019,Opening faillissement
0417860756,2020,Opening faillissement
0417860756,2021,Opening faillissement
0417860756,2022,Opening faillissement
0417860756,2023,Opening faillissement
0417879661,2018,Normale toestand
0417879661,2019,Normale toestand
0417879661,2020,Normale toestand
0417879661,2021,Normale toestand
0417879661,2022,Normale toestand
0417879661,2023,Normale toestand
0417887084,2018,Normale toestand
0417887084,2019,Normale toestand
0417887084,2020,Normale toestand
0417887084,2021,Normale toestand
0417887084,2022,Normale toestand
0417887084,2023,Normale toestand
0417897576,2018,Opening faillissement
0417897576,2019,Opening faillissement
0417897576,2020,Opening faillissement
0417897576,2021,Opening faillissement
0417897576,2022,Opening faillissement
0417897576,2023,Opening faillissement
0417904209,2018,Normale toestand
0417904209,2019,Normale toestand
0417904209,2020,Normale toestand
0417904209,2021,Normale toestand
0417904209,2022,Normale toestand
0417904209,2023,Normale toestand
0417906385,2018,Normale toestand
0417906385,2019,Normale toestand
0417906385,2020,Normale toestand
0417906385,2021,Normale toestand
0417906385,2022,Normale toestand
0417906385,2023,Normale toestand
0417907771,2018,Normale toestand
0417907771,2019,Normale toestand
0417907771,2020,Normale toestand
0417907771,2021,Normale toestand
0417907771,2022,Normale toestand
0417907771,2023,Normale toestand
0417918263,2018,Normale toestand
0417918263,2019,Normale toestand
0417918263,2020,Normale toestand
0417918263,2021,Normale toestand
0417918263,2022,Normale toestand
0417918263,2023,Normale toestand
0417923411,2018,Normale toestand
0417923411,2019,Normale toestand
0417923411,2020,Normale toestand
0417923411,2021,Normale toestand
0417923411,2022,Normale toestand
0417923411,2023,Normale toestand
0417937267,2018,Normale toestand
0417937267,2019,Normale toestand
0417937267,2020,Normale toestand
0417937267,2021,Normale toestand
0417937267,2022,Normale toestand
0417937267,2023,Normale toestand
0417995170,2018,Normale toestand
0417995170,2019,Normale toestand
0417995170,2020,Normale toestand
0417995170,2021,Normale toestand
0417995170,2022,Normale toestand
0417995170,2023,Normale toestand
0418006454,2018,Opening faillissement
0418006454,2019,Opening faillissement
0418006454,2020,Opening faillissement
0418006454,2021,Opening faillissement
0418006454,2022,Opening faillissement
0418006454,2023,Opening faillissement
0418006751,2018,Normale toestand
0418006751,2019,Normale toestand
0418006751,2020,Normale toestand
0418006751,2021,Normale toestand
0418006751,2022,Normale toestand
0418006751,2023,Normale toestand
0418010216,2018,Normale toestand
0418010216,2019,Normale toestand
0418010216,2020,Normale toestand
0418010216,2021,Normale toestand
0418010216,2022,Normale toestand
0418010216,2023,Normale toestand
0418024567,2018,Normale toestand
0418024567,2019,Normale toestand
0418024567,2020,Normale toestand
0418024567,2021,Normale toestand
0418024567,2022,Normale toestand
0418024567,2023,Normale toestand
0418096031,2018,Normale toestand
0418096031,2019,Normale toestand
0418096031,2020,Normale toestand
0418096031,2021,Normale toestand
0418096031,2022,Normale toestand
0418096031,2023,Normale toestand
0418125230,2018,Normale toestand
0418125230,2019,Normale toestand
0418125230,2020,Normale toestand
0418125230,2021,Normale toestand
0418125230,2022,Normale toestand
0418125230,2023,Normale toestand
0418150766,2018,Normale toestand
0418150766,2019,Normale toestand
0418150766,2020,Normale toestand
0418150766,2021,Normale toestand
0418150766,2022,Normale toestand
0418150766,2023,Normale toestand
0418162545,2018,Normale toestand
0418162545,2019,Normale toestand
0418162545,2020,Normale toestand
0418162545,2021,Normale toestand
0418162545,2022,Normale toestand
0418162545,2023,Normale toestand
0418169077,2018,Normale toestand
0418169077,2019,Normale toestand
0418169077,2020,Normale toestand
0418169077,2021,Normale toestand
0418169077,2022,Normale toestand
0418169077,2023,Normale toestand
0418172443,2018,Normale toestand
0418172443,2019,Normale toestand
0418172443,2020,Normale toestand
0418172443,2021,Normale toestand
0418172443,2022,Normale toestand
0418172443,2023,Normale toestand
0418204810,2018,Normale toestand
0418204810,2019,Normale toestand
0418204810,2020,Normale toestand
0418204810,2021,Normale toestand
0418204810,2022,Normale toestand
0418204810,2023,Normale toestand
0418210550,2018,Normale toestand
0418210550,2019,Normale toestand
0418210550,2020,Normale toestand
0418210550,2021,Normale toestand
0418210550,2022,Normale toestand
0418210550,2023,Normale toestand
0418221240,2018,Normale toestand
0418221240,2019,Normale toestand
0418221240,2020,Normale toestand
0418221240,2021,Normale toestand
0418221240,2022,Normale toestand
0418221240,2023,Normale toestand
0418243709,2018,Normale toestand
0418243709,2019,Normale toestand
0418243709,2020,Normale toestand
0418243709,2021,Normale toestand
0418243709,2022,Normale toestand
0418243709,2023,Normale toestand
0418266374,2018,Opening faillissement
0418266374,2019,Opening faillissement
0418266374,2020,Opening faillissement
0418266374,2021,Opening faillissement
0418266374,2022,Opening faillissement
0418266374,2023,Opening faillissement
0418381883,2018,Normale toestand
0418381883,2019,Normale toestand
0418381883,2020,Normale toestand
0418381883,2021,Normale toestand
0418381883,2022,Normale toestand
0418381883,2023,Normale toestand
0418384358,2018,Normale toestand
0418384358,2019,Normale toestand
0418384358,2020,Normale toestand
0418384358,2021,Normale toestand
0418384358,2022,Normale toestand
0418384358,2023,Normale toestand
0418456218,2018,Normale toestand
0418456218,2019,Normale toestand
0418456218,2020,Normale toestand
0418456218,2021,Normale toestand
0418456218,2022,Normale toestand
0418456218,2023,Normale toestand
0418469084,2018,Opening faillissement
0418469084,2019,Opening faillissement
0418469084,2020,Opening faillissement
0418469084,2021,Opening faillissement
0418469084,2022,Opening faillissement
0418469084,2023,Opening faillissement
0418472450,2018,Normale toestand
0418472450,2019,Normale toestand
0418472450,2020,Normale toestand
0418472450,2021,Normale toestand
0418472450,2022,Normale toestand
0418472450,2023,Normale toestand
0418489573,2018,Normale toestand
0418489573,2019,Normale toestand
0418489573,2020,Normale toestand
0418489573,2021,Normale toestand
0418489573,2022,Normale toestand
0418489573,2023,Normale toestand
0418520356,2018,Normale toestand
0418520356,2019,Normale toestand
0418520356,2020,Normale toestand
0418520356,2021,Normale toestand
0418520356,2022,Normale toestand
0418520356,2023,Normale toestand
0418547080,2018,Normale toestand
0418547080,2019,Normale toestand
0418547080,2020,Normale toestand
0418547080,2021,Normale toestand
0418547080,2022,Normale toestand
0418547080,2023,Normale toestand
0418547179,2018,Normale toestand
0418547179,2019,Normale toestand
0418547179,2020,Normale toestand
0418547179,2021,Normale toestand
0418547179,2022,Normale toestand
0418547179,2023,Normale toestand
0418548268,2018,Normale toestand
0418548268,2019,Normale toestand
0418548268,2020,Normale toestand
0418548268,2021,Normale toestand
0418548268,2022,Normale toestand
0418548268,2023,Normale toestand
0418555097,2018,Normale toestand
0418555097,2019,Normale toestand
0418555097,2020,Normale toestand
0418555097,2021,Normale toestand
0418555097,2022,Normale toestand
0418555097,2023,Normale toestand
0418573113,2018,Normale toestand
0418573113,2019,Normale toestand
0418573113,2020,Normale toestand
0418573113,2021,Normale toestand
0418573113,2022,Normale toestand
0418573113,2023,Normale toestand
0418575487,2018,Normale toestand
0418575487,2019,Normale toestand
0418575487,2020,Normale toestand
0418575487,2021,Normale toestand
0418575487,2022,Normale toestand
0418575487,2023,Normale toestand
0418580833,2018,Normale toestand
0418580833,2019,Normale toestand
0418580833,2020,Normale toestand
0418580833,2021,Normale toestand
0418580833,2022,Normale toestand
0418580833,2023,Normale toestand
0418598451,2018,Normale toestand
0418598451,2019,Normale toestand
0418598451,2020,Normale toestand
0418598451,2021,Normale toestand
0418598451,2022,Normale toestand
0418598451,2023,Normale toestand
0418619039,2018,Normale toestand
0418619039,2019,Normale toestand
0418619039,2020,Normale toestand
0418619039,2021,Normale toestand
0418619039,2022,Normale toestand
0418619039,2023,Normale toestand
0418622702,2018,Normale toestand
0418622702,2019,Normale toestand
0418622702,2020,Normale toestand
0418622702,2021,Normale toestand
0418622702,2022,Normale toestand
0418622702,2023,Normale toestand
0418635271,2018,Normale toestand
0418635271,2019,Normale toestand
0418635271,2020,Normale toestand
0418635271,2021,Normale toestand
0418635271,2022,Normale toestand
0418635271,2023,Normale toestand
0418650515,2018,Normale toestand
0418650515,2019,Normale toestand
0418650515,2020,Normale toestand
0418650515,2021,Normale toestand
0418650515,2022,Normale toestand
0418650515,2023,Normale toestand
0418680407,2018,Normale toestand
0418680407,2019,Normale toestand
0418680407,2020,Normale toestand
0418680407,2021,Normale toestand
0418680407,2022,Normale toestand
0418680407,2023,Normale toestand
0418686840,2018,Normale toestand
0418686840,2019,Normale toestand
0418686840,2020,Normale toestand
0418686840,2021,Normale toestand
0418686840,2022,Normale toestand
0418686840,2023,Normale toestand
0418702478,2018,Normale toestand
0418702478,2019,Normale toestand
0418702478,2020,Normale toestand
0418702478,2021,Normale toestand
0418702478,2022,Normale toestand
0418702478,2023,Normale toestand
0418703072,2018,Normale toestand
0418703072,2019,Normale toestand
0418703072,2020,Normale toestand
0418703072,2021,Normale toestand
0418703072,2022,Normale toestand
0418703072,2023,Normale toestand
0418732667,2018,Normale toestand
0418732667,2019,Normale toestand
0418732667,2020,Normale toestand
0418732667,2021,Normale toestand
0418732667,2022,Normale toestand
0418732667,2023,Normale toestand
0418751275,2018,Normale toestand
0418751275,2019,Normale toestand
0418751275,2020,Normale toestand
0418751275,2021,Normale toestand
0418751275,2022,Normale toestand
0418751275,2023,Normale toestand
0418851641,2018,Normale toestand
0418851641,2019,Normale toestand
0418851641,2020,Normale toestand
0418851641,2021,Normale toestand
0418851641,2022,Normale toestand
0418851641,2023,Normale toestand
0418859163,2018,Normale toestand
0418859163,2019,Normale toestand
0418859163,2020,Normale toestand
0418859163,2021,Normale toestand
0418859163,2022,Normale toestand
0418859163,2023,Normale toestand
0418909346,2018,Normale toestand
0418909346,2019,Normale toestand
0418909346,2020,Normale toestand
0418909346,2021,Normale toestand
0418909346,2022,Normale toestand
0418909346,2023,Normale toestand
0418954480,2018,Normale toestand
0418954480,2019,Normale toestand
0418954480,2020,Normale toestand
0418954480,2021,Normale toestand
0418954480,2022,Normale toestand
0418954480,2023,Normale toestand
0418972197,2018,Normale toestand
0418972197,2019,Normale toestand
0418972197,2020,Normale toestand
0418972197,2021,Normale toestand
0418972197,2022,Normale toestand
0418972197,2023,Normale toestand
0418972989,2018,Normale toestand
0418972989,2019,Normale toestand
0418972989,2020,Normale toestand
0418972989,2021,Normale toestand
0418972989,2022,Normale toestand
0418972989,2023,Normale toestand
0419049896,2018,Vrijwillige ontbinding – vereffening
0419049896,2019,Vrijwillige ontbinding – vereffening
0419049896,2020,Vrijwillige ontbinding – vereffening
0419049896,2021,Vrijwillige ontbinding – vereffening
0419049896,2022,Vrijwillige ontbinding – vereffening
0419049896,2023,Vrijwillige ontbinding – vereffening
0419062170,2018,Normale toestand
0419062170,2019,Normale toestand
0419062170,2020,Normale toestand
0419062170,2021,Normale toestand
0419062170,2022,Normale toestand
0419062170,2023,Normale toestand
0419072959,2018,Normale toestand
0419072959,2019,Normale toestand
0419072959,2020,Normale toestand
0419072959,2021,Normale toestand
0419072959,2022,Normale toestand
0419072959,2023,Normale toestand
0419091567,2018,Normale toestand
0419091567,2019,Normale toestand
0419091567,2020,Normale toestand
0419091567,2021,Normale toestand
0419091567,2022,Normale toestand
0419091567,2023,Normale toestand
0419099287,2018,Normale toestand
0419099287,2019,Normale toestand
0419099287,2020,Normale toestand
0419099287,2021,Normale toestand
0419099287,2022,Normale toestand
0419099287,2023,Normale toestand
0419114828,2018,Normale toestand
0419114828,2019,Normale toestand
0419114828,2020,Normale toestand
0419114828,2021,Normale toestand
0419114828,2022,Normale toestand
0419114828,2023,Normale toestand
0419116412,2018,Normale toestand
0419116412,2019,Normale toestand
0419116412,2020,Normale toestand
0419116412,2021,Normale toestand
0419116412,2022,Normale toestand
0419116412,2023,Normale toestand
0419127694,2018,Normale toestand
0419127694,2019,Normale toestand
0419127694,2020,Normale toestand
0419127694,2021,Normale toestand
0419127694,2022,Normale toestand
0419127694,2023,Normale toestand
0419127892,2018,Normale toestand
0419127892,2019,Normale toestand
0419127892,2020,Normale toestand
0419127892,2021,Normale toestand
0419127892,2022,Normale toestand
0419127892,2023,Normale toestand
0419152341,2018,Normale toestand
0419152341,2019,Normale toestand
0419152341,2020,Normale toestand
0419152341,2021,Normale toestand
0419152341,2022,Normale toestand
0419152341,2023,Normale toestand
0419156202,2018,Normale toestand
0419156202,2019,Normale toestand
0419156202,2020,Normale toestand
0419156202,2021,Normale toestand
0419156202,2022,Normale toestand
0419156202,2023,Normale toestand
0419180550,2018,Normale toestand
0419180550,2019,Normale toestand
0419180550,2020,Normale toestand
0419180550,2021,Normale toestand
0419180550,2022,Normale toestand
0419180550,2023,Normale toestand
0419201534,2018,Normale toestand
0419201534,2019,Normale toestand
0419201534,2020,Normale toestand
0419201534,2021,Normale toestand
0419201534,2022,Normale toestand
0419201534,2023,Normale toestand
0419225486,2018,Normale toestand
0419225486,2019,Normale toestand
0419225486,2020,Normale toestand
0419225486,2021,Normale toestand
0419225486,2022,Normale toestand
0419225486,2023,Normale toestand
0419230535,2018,Normale toestand
0419230535,2019,Normale toestand
0419230535,2020,Normale toestand
0419230535,2021,Normale toestand
0419230535,2022,Normale toestand
0419230535,2023,Normale toestand
0419265474,2018,Normale toestand
0419265474,2019,Normale toestand
0419265474,2020,Normale toestand
0419265474,2021,Normale toestand
0419265474,2022,Normale toestand
0419265474,2023,Normale toestand
0419320310,2018,Normale toestand
0419320310,2019,Normale toestand
0419320310,2020,Normale toestand
0419320310,2021,Normale toestand
0419320310,2022,Normale toestand
0419320310,2023,Normale toestand
0419320805,2018,Opening faillissement
0419320805,2019,Opening faillissement
0419320805,2020,Opening faillissement
0419320805,2021,Opening faillissement
0419320805,2022,Opening faillissement
0419320805,2023,Opening faillissement
0419326149,2018,Normale toestand
0419326149,2019,Normale toestand
0419326149,2020,Normale toestand
0419326149,2021,Normale toestand
0419326149,2022,Normale toestand
0419326149,2023,Normale toestand
0419351982,2018,Normale toestand
0419351982,2019,Normale toestand
0419351982,2020,Normale toestand
0419351982,2021,Normale toestand
0419351982,2022,Normale toestand
0419351982,2023,Normale toestand
0419367325,2018,Normale toestand
0419367325,2019,Normale toestand
0419367325,2020,Normale toestand
0419367325,2021,Normale toestand
0419367325,2022,Normale toestand
0419367325,2023,Normale toestand
0419424733,2018,Normale toestand
0419424733,2019,Normale toestand
0419424733,2020,Normale toestand
0419424733,2021,Normale toestand
0419424733,2022,Normale toestand
0419424733,2023,Normale toestand
0419491841,2018,Normale toestand
0419491841,2019,Normale toestand
0419491841,2020,Normale toestand
0419491841,2021,Normale toestand
0419491841,2022,Normale toestand
0419491841,2023,Normale toestand
0419493326,2018,Normale toestand
0419493326,2019,Normale toestand
0419493326,2020,Normale toestand
0419493326,2021,Normale toestand
0419493326,2022,Normale toestand
0419493326,2023,Normale toestand
0419510251,2018,Normale toestand
0419510251,2019,Normale toestand
0419510251,2020,Normale toestand
0419510251,2021,Normale toestand
0419510251,2022,Normale toestand
0419510251,2023,Normale toestand
0419511043,2018,Normale toestand
0419511043,2019,Normale toestand
0419511043,2020,Normale toestand
0419511043,2021,Normale toestand
0419511043,2022,Normale toestand
0419511043,2023,Normale toestand
0419522723,2018,Normale toestand
0419522723,2019,Normale toestand
0419522723,2020,Normale toestand
0419522723,2021,Normale toestand
0419522723,2022,Normale toestand
0419522723,2023,Normale toestand
0419596462,2018,Normale toestand
0419596462,2019,Normale toestand
0419596462,2020,Normale toestand
0419596462,2021,Normale toestand
0419596462,2022,Normale toestand
0419596462,2023,Normale toestand
0419627938,2018,Normale toestand
0419627938,2019,Normale toestand
0419627938,2020,Normale toestand
0419627938,2021,Normale toestand
0419627938,2022,Normale toestand
0419627938,2023,Normale toestand
0419657137,2018,Normale toestand
0419657137,2019,Normale toestand
0419657137,2020,Normale toestand
0419657137,2021,Normale toestand
0419657137,2022,Normale toestand
0419657137,2023,Normale toestand
0419685148,2018,Normale toestand
0419685148,2019,Normale toestand
0419685148,2020,Normale toestand
0419685148,2021,Normale toestand
0419685148,2022,Normale toestand
0419685148,2023,Normale toestand
0419703756,2018,Normale toestand
0419703756,2019,Normale toestand
0419703756,2020,Normale toestand
0419703756,2021,Normale toestand
0419703756,2022,Normale toestand
0419703756,2023,Normale toestand
0419732757,2018,Normale toestand
0419732757,2019,Normale toestand
0419732757,2020,Normale toestand
0419732757,2021,Normale toestand
0419732757,2022,Normale toestand
0419732757,2023,Normale toestand
0419746714,2018,Normale toestand
0419746714,2019,Normale toestand
0419746714,2020,Normale toestand
0419746714,2021,Normale toestand
0419746714,2022,Normale toestand
0419746714,2023,Normale toestand
0419765520,2018,Normale toestand
0419765520,2019,Normale toestand
0419765520,2020,Normale toestand
0419765520,2021,Normale toestand
0419765520,2022,Normale toestand
0419765520,2023,Normale toestand
0419774527,2018,Normale toestand
0419774527,2019,Normale toestand
0419774527,2020,Normale toestand
0419774527,2021,Normale toestand
0419774527,2022,Normale toestand
0419774527,2023,Normale toestand
0419784227,2018,Normale toestand
0419784227,2019,Normale toestand
0419784227,2020,Normale toestand
0419784227,2021,Normale toestand
0419784227,2022,Normale toestand
0419784227,2023,Normale toestand
0419795115,2018,Normale toestand
0419795115,2019,Normale toestand
0419795115,2020,Normale toestand
0419795115,2021,Normale toestand
0419795115,2022,Normale toestand
0419795115,2023,Normale toestand
0419803924,2018,Normale toestand
0419803924,2019,Normale toestand
0419803924,2020,Normale toestand
0419803924,2021,Normale toestand
0419803924,2022,Normale toestand
0419803924,2023,Normale toestand
0419813624,2018,Normale toestand
0419813624,2019,Normale toestand
0419813624,2020,Normale toestand
0419813624,2021,Normale toestand
0419813624,2022,Normale toestand
0419813624,2023,Normale toestand
0419820057,2018,Normale toestand
0419820057,2019,Normale toestand
0419820057,2020,Normale toestand
0419820057,2021,Normale toestand
0419820057,2022,Normale toestand
0419820057,2023,Normale toestand
0419832430,2018,Normale toestand
0419832430,2019,Normale toestand
0419832430,2020,Normale toestand
0419832430,2021,Normale toestand
0419832430,2022,Normale toestand
0419832430,2023,Normale toestand
0419832826,2018,Normale toestand
0419832826,2019,Normale toestand
0419832826,2020,Normale toestand
0419832826,2021,Normale toestand
0419832826,2022,Normale toestand
0419832826,2023,Normale toestand
0419844605,2018,Normale toestand
0419844605,2019,Normale toestand
0419844605,2020,Normale toestand
0419844605,2021,Normale toestand
0419844605,2022,Normale toestand
0419844605,2023,Normale toestand
0419876871,2018,Normale toestand
0419876871,2019,Normale toestand
0419876871,2020,Normale toestand
0419876871,2021,Normale toestand
0419876871,2022,Normale toestand
0419876871,2023,Normale toestand
0419877168,2018,Normale toestand
0419877168,2019,Normale toestand
0419877168,2020,Normale toestand
0419877168,2021,Normale toestand
0419877168,2022,Normale toestand
0419877168,2023,Normale toestand
0419887264,2018,Normale toestand
0419887264,2019,Normale toestand
0419887264,2020,Normale toestand
0419887264,2021,Normale toestand
0419887264,2022,Normale toestand
0419887264,2023,Normale toestand
0419889640,2018,Normale toestand
0419889640,2019,Normale toestand
0419889640,2020,Normale toestand
0419889640,2021,Normale toestand
0419889640,2022,Normale toestand
0419889640,2023,Normale toestand
0419892808,2018,Normale toestand
0419892808,2019,Normale toestand
0419892808,2020,Normale toestand
0419892808,2021,Normale toestand
0419892808,2022,Normale toestand
0419892808,2023,Normale toestand
0419904981,2018,Normale toestand
0419904981,2019,Normale toestand
0419904981,2020,Normale toestand
0419904981,2021,Normale toestand
0419904981,2022,Normale toestand
0419904981,2023,Normale toestand
0419921809,2018,Normale toestand
0419921809,2019,Normale toestand
0419921809,2020,Normale toestand
0419921809,2021,Normale toestand
0419921809,2022,Normale toestand
0419921809,2023,Normale toestand
0419928737,2018,Normale toestand
0419928737,2019,Normale toestand
0419928737,2020,Normale toestand
0419928737,2021,Normale toestand
0419928737,2022,Normale toestand
0419928737,2023,Normale toestand
0419931014,2018,Normale toestand
0419931014,2019,Normale toestand
0419931014,2020,Normale toestand
0419931014,2021,Normale toestand
0419931014,2022,Normale toestand
0419931014,2023,Normale toestand
0419955560,2018,Normale toestand
0419955560,2019,Normale toestand
0419955560,2020,Normale toestand
0419955560,2021,Normale toestand
0419955560,2022,Normale toestand
0419955560,2023,Normale toestand
0419962686,2018,Normale toestand
0419962686,2019,Normale toestand
0419962686,2020,Normale toestand
0419962686,2021,Normale toestand
0419962686,2022,Normale toestand
0419962686,2023,Normale toestand
0419966250,2018,Normale toestand
0419966250,2019,Normale toestand
0419966250,2020,Normale toestand
0419966250,2021,Normale toestand
0419966250,2022,Normale toestand
0419966250,2023,Normale toestand
0419970804,2018,Normale toestand
0419970804,2019,Normale toestand
0419970804,2020,Normale toestand
0419970804,2021,Normale toestand
0419970804,2022,Normale toestand
0419970804,2023,Normale toestand
0419985155,2018,Normale toestand
0419985155,2019,Normale toestand
0419985155,2020,Normale toestand
0419985155,2021,Normale toestand
0419985155,2022,Normale toestand
0419985155,2023,Normale toestand
0419989907,2018,Normale toestand
0419989907,2019,Normale toestand
0419989907,2020,Normale toestand
0419989907,2021,Normale toestand
0419989907,2022,Normale toestand
0419989907,2023,Normale toestand
0419999409,2018,Normale toestand
0419999409,2019,Normale toestand
0419999409,2020,Normale toestand
0419999409,2021,Normale toestand
0419999409,2022,Normale toestand
0419999409,2023,Normale toestand
0419999805,2018,Normale toestand
0419999805,2019,Normale toestand
0419999805,2020,Normale toestand
0419999805,2021,Normale toestand
0419999805,2022,Normale toestand
0419999805,2023,Normale toestand
0420004654,2018,Normale toestand
0420004654,2019,Normale toestand
