enterprisenumber,year,juridicalsituation
0430740970,2021,Normale toestand
0430740970,2022,Normale toestand
0430740970,2023,Normale toestand
0430747997,2018,Normale toestand
0430747997,2019,Normale toestand
0430747997,2020,Normale toestand
0430747997,2021,Normale toestand
0430747997,2022,Normale toestand
0430747997,2023,Normale toestand
0430776208,2018,Normale toestand
0430776208,2019,Normale toestand
0430776208,2020,Normale toestand
0430776208,2021,Normale toestand
0430776208,2022,Normale toestand
0430776208,2023,Normale toestand
0430792341,2018,Normale toestand
0430792341,2019,Normale toestand
0430792341,2020,Normale toestand
0430792341,2021,Normale toestand
0430792341,2022,Normale toestand
0430792341,2023,Normale toestand
0430817481,2018,Normale toestand
0430817481,2019,Normale toestand
0430817481,2020,Normale toestand
0430817481,2021,Normale toestand
0430817481,2022,Normale toestand
0430817481,2023,Normale toestand
0430862221,2018,Normale toestand
0430862221,2019,Normale toestand
0430862221,2020,Normale toestand
0430862221,2021,Normale toestand
0430862221,2022,Normale toestand
0430862221,2023,Normale toestand
0430871426,2018,Normale toestand
0430871426,2019,Normale toestand
0430871426,2020,Normale toestand
0430871426,2021,Normale toestand
0430871426,2022,Normale toestand
0430871426,2023,Normale toestand
0430896962,2018,Normale toestand
0430896962,2019,Normale toestand
0430896962,2020,Normale toestand
0430896962,2021,Normale toestand
0430896962,2022,Normale toestand
0430896962,2023,Normale toestand
0430969416,2018,Normale toestand
0430969416,2019,Normale toestand
0430969416,2020,Normale toestand
0430969416,2021,Normale toestand
0430969416,2022,Normale toestand
0430969416,2023,Normale toestand
0431012768,2018,Normale toestand
0431012768,2019,Normale toestand
0431012768,2020,Normale toestand
0431012768,2021,Normale toestand
0431012768,2022,Normale toestand
0431012768,2023,Normale toestand
0431057310,2018,Normale toestand
0431057310,2019,Normale toestand
0431057310,2020,Normale toestand
0431057310,2021,Normale toestand
0431057310,2022,Normale toestand
0431057310,2023,Normale toestand
0431065525,2018,Normale toestand
0431065525,2019,Normale toestand
0431065525,2020,Normale toestand
0431065525,2021,Normale toestand
0431065525,2022,Normale toestand
0431065525,2023,Normale toestand
0431091457,2018,Normale toestand
0431091457,2019,Normale toestand
0431091457,2020,Normale toestand
0431091457,2021,Normale toestand
0431091457,2022,Normale toestand
0431091457,2023,Normale toestand
0431096110,2018,Normale toestand
0431096110,2019,Normale toestand
0431096110,2020,Normale toestand
0431096110,2021,Normale toestand
0431096110,2022,Normale toestand
0431096110,2023,Normale toestand
0431156783,2018,Normale toestand
0431156783,2019,Normale toestand
0431156783,2020,Normale toestand
0431156783,2021,Normale toestand
0431156783,2022,Normale toestand
0431156783,2023,Normale toestand
0431168265,2018,Normale toestand
0431168265,2019,Normale toestand
0431168265,2020,Normale toestand
0431168265,2021,Normale toestand
0431168265,2022,Normale toestand
0431168265,2023,Normale toestand
0431216171,2018,Normale toestand
0431216171,2019,Normale toestand
0431216171,2020,Normale toestand
0431216171,2021,Normale toestand
0431216171,2022,Normale toestand
0431216171,2023,Normale toestand
0431236858,2018,Normale toestand
0431236858,2019,Normale toestand
0431236858,2020,Normale toestand
0431236858,2021,Normale toestand
0431236858,2022,Normale toestand
0431236858,2023,Normale toestand
0431424722,2018,Normale toestand
0431424722,2019,Normale toestand
0431424722,2020,Normale toestand
0431424722,2021,Normale toestand
0431424722,2022,Normale toestand
0431424722,2023,Normale toestand
0431424821,2018,Normale toestand
0431424821,2019,Normale toestand
0431424821,2020,Normale toestand
0431424821,2021,Normale toestand
0431424821,2022,Normale toestand
0431424821,2023,Normale toestand
0431481041,2018,Normale toestand
0431481041,2019,Normale toestand
0431481041,2020,Normale toestand
0431481041,2021,Normale toestand
0431481041,2022,Normale toestand
0431481041,2023,Normale toestand
0431505092,2018,Normale toestand
0431505092,2019,Normale toestand
0431505092,2020,Normale toestand
0431505092,2021,Normale toestand
0431505092,2022,Normale toestand
0431505092,2023,Normale toestand
0431506280,2018,Normale toestand
0431506280,2019,Normale toestand
0431506280,2020,Normale toestand
0431506280,2021,Normale toestand
0431506280,2022,Normale toestand
0431506280,2023,Normale toestand
0431597936,2018,Normale toestand
0431597936,2019,Normale toestand
0431597936,2020,Normale toestand
0431597936,2021,Normale toestand
0431597936,2022,Normale toestand
0431597936,2023,Normale toestand
0431599520,2018,Normale toestand
0431599520,2019,Normale toestand
0431599520,2020,Normale toestand
0431599520,2021,Normale toestand
0431599520,2022,Normale toestand
0431599520,2023,Normale toestand
0431617336,2018,Normale toestand
0431617336,2019,Normale toestand
0431617336,2020,Normale toestand
0431617336,2021,Normale toestand
0431617336,2022,Normale toestand
0431617336,2023,Normale toestand
0431733241,2018,Normale toestand
0431733241,2019,Normale toestand
0431733241,2020,Normale toestand
0431733241,2021,Normale toestand
0431733241,2022,Normale toestand
0431733241,2023,Normale toestand
0431745317,2018,Normale toestand
0431745317,2019,Normale toestand
0431745317,2020,Normale toestand
0431745317,2021,Normale toestand
0431745317,2022,Normale toestand
0431745317,2023,Normale toestand
0431757787,2018,Normale toestand
0431757787,2019,Normale toestand
0431757787,2020,Normale toestand
0431757787,2021,Normale toestand
0431757787,2022,Normale toestand
0431757787,2023,Normale toestand
0431785897,2018,Normale toestand
0431785897,2019,Normale toestand
0431785897,2020,Normale toestand
0431785897,2021,Normale toestand
0431785897,2022,Normale toestand
0431785897,2023,Normale toestand
0431811435,2018,Normale toestand
0431811435,2019,Normale toestand
0431811435,2020,Normale toestand
0431811435,2021,Normale toestand
0431811435,2022,Normale toestand
0431811435,2023,Normale toestand
0431863202,2018,Normale toestand
0431863202,2019,Normale toestand
0431863202,2020,Normale toestand
0431863202,2021,Normale toestand
0431863202,2022,Normale toestand
0431863202,2023,Normale toestand
0431944661,2018,Opening faillissement
0431944661,2019,Opening faillissement
0431944661,2020,Opening faillissement
0431944661,2021,Opening faillissement
0431944661,2022,Opening faillissement
0431944661,2023,Opening faillissement
0431969506,2018,Normale toestand
0431969506,2019,Normale toestand
0431969506,2020,Normale toestand
0431969506,2021,Normale toestand
0431969506,2022,Normale toestand
0431969506,2023,Normale toestand
0431998111,2018,Normale toestand
0431998111,2019,Normale toestand
0431998111,2020,Normale toestand
0431998111,2021,Normale toestand
0431998111,2022,Normale toestand
0431998111,2023,Normale toestand
0432268523,2018,Opening faillissement
0432268523,2019,Opening faillissement
0432268523,2020,Opening faillissement
0432268523,2021,Opening faillissement
0432268523,2022,Opening faillissement
0432268523,2023,Opening faillissement
0432278025,2018,Normale toestand
0432278025,2019,Normale toestand
0432278025,2020,Normale toestand
0432278025,2021,Normale toestand
0432278025,2022,Normale toestand
0432278025,2023,Normale toestand
0432338797,2018,Normale toestand
0432338797,2019,Normale toestand
0432338797,2020,Normale toestand
0432338797,2021,Normale toestand
0432338797,2022,Normale toestand
0432338797,2023,Normale toestand
0432364038,2018,Normale toestand
0432364038,2019,Normale toestand
0432364038,2020,Normale toestand
0432364038,2021,Normale toestand
0432364038,2022,Normale toestand
0432364038,2023,Normale toestand
0432405412,2018,Normale toestand
0432405412,2019,Normale toestand
0432405412,2020,Normale toestand
0432405412,2021,Normale toestand
0432405412,2022,Normale toestand
0432405412,2023,Normale toestand
0432446982,2018,Normale toestand
0432446982,2019,Normale toestand
0432446982,2020,Normale toestand
0432446982,2021,Normale toestand
0432446982,2022,Normale toestand
0432446982,2023,Normale toestand
0432506964,2018,Normale toestand
0432506964,2019,Normale toestand
0432506964,2020,Normale toestand
0432506964,2021,Normale toestand
0432506964,2022,Normale toestand
0432506964,2023,Normale toestand
0432541806,2018,Normale toestand
0432541806,2019,Normale toestand
0432541806,2020,Normale toestand
0432541806,2021,Normale toestand
0432541806,2022,Normale toestand
0432541806,2023,Normale toestand
0432549526,2018,Normale toestand
0432549526,2019,Normale toestand
0432549526,2020,Normale toestand
0432549526,2021,Normale toestand
0432549526,2022,Normale toestand
0432549526,2023,Normale toestand
0432583277,2018,Normale toestand
0432583277,2019,Normale toestand
0432583277,2020,Normale toestand
0432583277,2021,Normale toestand
0432583277,2022,Normale toestand
0432583277,2023,Normale toestand
0432598818,2018,Normale toestand
0432598818,2019,Normale toestand
0432598818,2020,Normale toestand
0432598818,2021,Normale toestand
0432598818,2022,Normale toestand
0432598818,2023,Normale toestand
0432603964,2018,Normale toestand
0432603964,2019,Normale toestand
0432603964,2020,Normale toestand
0432603964,2021,Normale toestand
0432603964,2022,Normale toestand
0432603964,2023,Normale toestand
0432636628,2018,Normale toestand
0432636628,2019,Normale toestand
0432636628,2020,Normale toestand
0432636628,2021,Normale toestand
0432636628,2022,Normale toestand
0432636628,2023,Normale toestand
0432691066,2018,Normale toestand
0432691066,2019,Normale toestand
0432691066,2020,Normale toestand
0432691066,2021,Normale toestand
0432691066,2022,Normale toestand
0432691066,2023,Normale toestand
0432795390,2018,Normale toestand
0432795390,2019,Normale toestand
0432795390,2020,Normale toestand
0432795390,2021,Normale toestand
0432795390,2022,Normale toestand
0432795390,2023,Normale toestand
0432798162,2018,Normale toestand
0432798162,2019,Normale toestand
0432798162,2020,Normale toestand
0432798162,2021,Normale toestand
0432798162,2022,Normale toestand
0432798162,2023,Normale toestand
0432803607,2018,Normale toestand
0432803607,2019,Normale toestand
0432803607,2020,Normale toestand
0432803607,2021,Normale toestand
0432803607,2022,Normale toestand
0432803607,2023,Normale toestand
0432821918,2018,Normale toestand
0432821918,2019,Normale toestand
0432821918,2020,Normale toestand
0432821918,2021,Normale toestand
0432821918,2022,Normale toestand
0432821918,2023,Normale toestand
0432861708,2018,Normale toestand
0432861708,2019,Normale toestand
0432861708,2020,Normale toestand
0432861708,2021,Normale toestand
0432861708,2022,Normale toestand
0432861708,2023,Normale toestand
0432877148,2018,Normale toestand
0432877148,2019,Normale toestand
0432877148,2020,Normale toestand
0432877148,2021,Normale toestand
0432877148,2022,Normale toestand
0432877148,2023,Normale toestand
0433033932,2018,Normale toestand
0433033932,2019,Normale toestand
0433033932,2020,Normale toestand
0433033932,2021,Normale toestand
0433033932,2022,Normale toestand
0433033932,2023,Normale toestand
0433088370,2018,Normale toestand
0433088370,2019,Normale toestand
0433088370,2020,Normale toestand
0433088370,2021,Normale toestand
0433088370,2022,Normale toestand
0433088370,2023,Normale toestand
0433135187,2018,Normale toestand
0433135187,2019,Normale toestand
0433135187,2020,Normale toestand
0433135187,2021,Normale toestand
0433135187,2022,Normale toestand
0433135187,2023,Normale toestand
0433147659,2018,Normale toestand
0433147659,2019,Normale toestand
0433147659,2020,Normale toestand
0433147659,2021,Normale toestand
0433147659,2022,Normale toestand
0433147659,2023,Normale toestand
0433161715,2018,Normale toestand
0433161715,2019,Normale toestand
0433161715,2020,Normale toestand
0433161715,2021,Normale toestand
0433161715,2022,Normale toestand
0433161715,2023,Normale toestand
0433162507,2018,Normale toestand
0433162507,2019,Normale toestand
0433162507,2020,Normale toestand
0433162507,2021,Normale toestand
0433162507,2022,Normale toestand
0433162507,2023,Normale toestand
0433163891,2018,Normale toestand
0433163891,2019,Normale toestand
0433163891,2020,Normale toestand
0433163891,2021,Normale toestand
0433163891,2022,Normale toestand
0433163891,2023,Normale toestand
0433164683,2018,Normale toestand
0433164683,2019,Normale toestand
0433164683,2020,Normale toestand
0433164683,2021,Normale toestand
0433164683,2022,Normale toestand
0433164683,2023,Normale toestand
0433232484,2018,Normale toestand
0433232484,2019,Normale toestand
0433232484,2020,Normale toestand
0433232484,2021,Normale toestand
0433232484,2022,Normale toestand
0433232484,2023,Normale toestand
0433299394,2018,Normale toestand
0433299394,2019,Normale toestand
0433299394,2020,Normale toestand
0433299394,2021,Normale toestand
0433299394,2022,Normale toestand
0433299394,2023,Normale toestand
0433302958,2018,Normale toestand
0433302958,2019,Normale toestand
