enterprise_number,street,house_number,box,zipcode,city,country
0428072579,Kwadamstraat,43,,9910,Aalter,België
0428076440,Waregemseweg (W.),146,,9790,Wortegem-Petegem,België
0428083863,Groenstraat,73,,3730,Hoeselt,België
0428086239,Avenue de Norvège,16,,4960,Malmedy,België
0428101382,Rue des Fours-à-Chaux,101,,7080,Frameries,België
0428107124,Astridlaan(Sch),179,,9500,Geraardsbergen,België
0428144439,Vijvestraat,39,,8720,Dentergem,België
0428147112,Rue de l'Europe(PER),40A,,7600,Péruwelz,België
0428164829,Rozenbergstraat,9,,3050,Oud-Heverlee,België
0428178091,Krekebekestraat,3,,8610,Kortemark,België
0428191850,Rue Castiau(PER),9,,7600,Péruwelz,België
0428229264,Winterkoninkjestraat,28,,1170,Watermaal-Bosvoorde,België
0428249555,Ten Beukeboom(App),27,,9400,Ninove,België
0428267074,Vosmeer (STG),14,,9200,Dendermonde,België
0428280437,Drabstraat,250B,,2640,Mortsel,België
0428306468,Rue de l'Ile-Monsin,78,,4020,Liège,België
0428322207,Reutenbeek,9,,3090,Overijse,België
0428344872,Chaussée de Charleroi,81,,5190,Jemeppe-sur-Sambre,België
0428360710,"Rue de Botrange,Sourbrodt",79,,4950,Waimes,België
0428369024,Oude Pittemstraat,48,,8760,Meulebeke,België
0428371992,Rue des Phlox(NN),9,,5100,Namur,België
0428372388,Acaciastraat,18B,,2440,Geel,België
0428416039,Rue de l'Industrie,26,,4420,Saint-Nicolas,België
0428429501,Frans van Kalkenlaan,9,8,1070,Anderlecht,België
0428469289,Stokstraat(KRU),26,,9770,Kruisem,België
0428484335,Rue Vandervelde(FLM),193,bis,6141,Fontaine-l'Evêque,België
0428496411,Biezeweg,13,B,9230,Wetteren,België
0428502745,Chaussée Maieur Habils,49,,1430,Rebecq,België
0428539664,Kolmenstraat,135,,3512,Hasselt,België
0428545505,Sur les Thiers,13 B,,4890,Thimister-Clermont,België
0428552136,Rue de Trez,7,,4682,Oupeye,België
0428572823,Kapellestraat,2,3,9800,Deinze,België
0428577177,Neerlandweg,26,,2610,Antwerpen,België
0428583414,Rue de Saint-Donat,18,,5640,Mettet,België
0428596181,Kasteelhoekstraat,1,,1820,Steenokkerzeel,België
0428612118,Rue de l'Expansion,25 A,,4400,Flémalle,België
0428619442,Genkersteenweg,195,1.01,3500,Hasselt,België
0428629439,Mechelsesteenweg,271,2.1,2018,Antwerpen,België
0428661806,Ottergemsesteenweg,415,,9000,Gent,België
0428670912,August De Smedtstraat,55,,1702,Dilbeek,België
0428678335,Heiveldekens,8,,2550,Kontich,België
0428764546,Rodenonnenstraat,11,202,8000,Brugge,België
0428785629,Blakstraat,20,,9900,Eeklo,België
0428788993,Kragendijk,38,,8300,Knokke-Heist,België
0428801861,Orbanlaan,209,13,1150,Sint-Pieters-Woluwe,België
0428822746,Weebroekweg,10,,3071,Kortenberg,België
0428827397,A.J. Slegerslaan,71,4,1200,Sint-Lambrechts-Woluwe,België
0428837097,Waregemseweg (W.),146A,,9790,Wortegem-Petegem,België
0428843433,Schoonzichtstraat,33,,9051,Gent,België
0428917667,Route Charlemagne,25,,5660,Couvin,België
0428918360,Chaussée d'Alsemberg,147,,1420,Braine-l'Alleud,België
0429023971,Manebruggestraat,296,,2150,Borsbeek,België
0429058219,Rue de l'Egalité,223,,4630,Soumagne,België
0429110083,Stasegemsesteenweg(Kor),1L,,8500,Kortrijk,België
0429241133,Rue Grand'Rue,30,,1341,Ottignies-Louvain-la-Neuve,België
0429248358,Brugsesteenweg,107A,,8420,De Haan,België
0429275478,Trou du Loup,12,,4910,Theux,België
0429276567,Industrielaan,38,,1740,Ternat,België
0429366144,Gerard Mercatorstraat,8,,3920,Lommel,België
0429370302,Gorsem-Dorp,64,,3803,Sint-Truiden,België
0429410981,Boerenkrijgstraat,133,,2800,Mechelen,België
0429524017,Westlaan,466,,8800,Roeselare,België
0429561431,Woumenweg,57,,8600,Diksmuide,België
0429594885,Chaussée de Mons,307,,7060,Soignies,België
0429608743,Tiensesteenweg,193,,3800,Sint-Truiden,België
0429619631,Vlinderstraat,22,,3550,Heusden-Zolder,België
0429667933,Oude Heirbaan,9 A,,9620,Zottegem,België
0429711186,Rue de Frameries (C.),24B,,7033,Mons,België
0429718512,Linde,8,,4841,Welkenraedt,België
0429759191,Smederijstraat,6,,2960,Brecht,België
0429813136,Nijverheidsstraat,49,,3580,Beringen,België
0429847085,Louizalaan,209A,7,1050,Elsene,België
0429867475,Kortrijksesteenweg,12,,9830,Sint-Martens-Latem,België
0429874997,Puttestraat,18,,3390,Tielt-Winge,België
0429954379,Lodewijk Van Berckenlaan,16,,2600,Antwerpen,België
0429956953,Galgebergstraat,10,,3000,Leuven,België
0429975759,Edith Cavellstraat,242,,1180,Ukkel,België
0430013470,rue du Chenia,1,,7170,Manage,België
0430040194,Manta,13-14,,9250,Waasmunster,België
0430058210,"Parc Ind. des Hauts Sarts, 4e av",25,,4040,Herstal,België
0430077313,Centrum-Zuid,2607,,3530,Houthalen-Helchteren,België
0430108688,Haachtsesteenweg,1704,,1130,Brussel,België
0430110668,Ourthe,72A,,6672,Gouvy,België
0430224296,Rue de Hermée,246,,4040,Herstal,België
0430345349,Terhulpsesteenweg,185,,1170,Watermaal-Bosvoorde,België
0430388802,Langestraat,95,,1741,Ternat,België
0430393750,Gen. Notermanlaan(Odk),22,,8670,Koksijde,België
0430431659,Handzameplein,11,,8610,Kortemark,België
0430471053,Paperrestraat(O),2,,8553,Zwevegem,België
0430503321,Duivenmelkersstraat,109,,1070,Anderlecht,België
0430600420,Zuidstraat,135-137,,1000,Brussel,België
0430629619,Waterloosesteenweg,1387,,1180,Ukkel,België
0430631203,Brug-Noord,2,A,9880,Aalter,België
0430634765,Rue Vinâve(ENG),129,,4480,Engis,België
0430692470,Route de Saint-Gérard(WP),155,,5100,Namur,België
0430714246,Rue sous les Vignes,4,,4690,Bassenge,België
0430726124,Venakkerstraat,10,1,2400,Mol,België
0430740970,Rue de l'Olive(L.L),39,,7100,La Louvière,België
0430747997,Avenue Reine Astrid,120,,1410,Waterloo,België
0430776208,Spinnerslaan,2,,9160,Lokeren,België
0430792341,Boektveldstraat,19,,3600,Genk,België
0430817481,Eienbroekstraat,22,,8340,Damme,België
0430862221,Zwartenhoekstraat,2,,8660,De Panne,België
0430871426,Diestersteenweg,348,,3680,Maaseik,België
0430896962,Bayauxlaan,67,,8300,Knokke-Heist,België
0430969416,Kouter (E.),3,,9790,Wortegem-Petegem,België
0431012768,Lammerdries-Zuid,14,B,2250,Olen,België
0431057310,Pathoekeweg,400,,8000,Brugge,België
0431065525,Kleemstraat,27,,9041,Gent,België
0431091457,Kattebroekstraat,171,,1700,Dilbeek,België
0431096110,Rue de Hottleux,102,,4950,Waimes,België
0431156783,Rue Marie Curie,14,,4431,Ans,België
0431168265,Jetse Laan,354,,1090,Jette,België
0431216171,Rue de Herve,159,,4651,Herve,België
0431236858,Winkelomseheide,221,,2440,Geel,België
0431424722,Chaussée de Marche(JB),389,,5100,Namur,België
0431424821,Slagmanstraat,16A,,9080,Lochristi,België
0431481041,Hébronval,25,,6690,Vielsalm,België
0431505092,Rijkswachtdreef,23,,9600,Ronse,België
0431506280,Centrum-Zuid,1055,,3530,Houthalen-Helchteren,België
0431597936,Terlindenweg,13,,1730,Asse,België
0431599520,Statiestraat(Den),56,,8720,Dentergem,België
0431617336,Trekweg Rechteroever,22,,9700,Oudenaarde,België
0431733241,Noordzeestraat,201,,8380,Brugge,België
0431745317,Kortrijksesteenweg,23,4,9830,Sint-Martens-Latem,België
0431757787,Stee(WAT),24,,9988,Sint-Laureins,België
0431785897,Valerius de Saedeleerlaan,12,,8420,De Haan,België
0431811435,Antwerpsebaan,26,,2040,Antwerpen,België
0431863202,Kolmenstraat,1307,,3570,Alken,België
0431944661,"Zoning de Jumet,4ème rue",1,,6040,Charleroi,België
0431969506,"Parc Industriel, Dochamps",9,A,6960,Manhay,België
0431998111,Baarbeek,8,,2070,Zwijndrecht,België
